Quiz Title (English): Chhattisgarh Current Affairs (May 2026) Part 2
Quiz Title (Hindi): छत्तीसगढ़ समसामयिकी (मई 2026) भाग 2
Quiz Description (English): Test your preparation for CGPSC Prelims with this second part of the May 2026 Current Affairs module. This set covers advanced insights into rural schemes, archaeological discoveries, and major state administrative reports.
Quiz Description (Hindi): मई 2026 करेंट अफेयर्स मॉड्यूल के इस दूसरे भाग के साथ सीजीपीएससी प्रारंभिक परीक्षा के लिए अपनी तैयारी का परीक्षण करें। यह सेट ग्रामीण योजनाओं, पुरातात्विक खोजों और प्रमुख राज्य प्रशासनिक रिपोर्टों की गहन जानकारी को कवर करता है।

Q(EN),Q(HI),OptA(EN),OptA(HI),OptB(EN),OptB(HI),OptC(EN),OptC(HI),OptD(EN),OptD(HI),Correct(1-4),Exp(EN),Exp(HI)
"Where was Chhattisgarh's first digital police e-warehouse (e-Malkhana) recently established to ensure safe and systematic digital tracking of case properties and seized items?","प्रकरण संपत्तियों और जब्त की गई वस्तुओं की सुरक्षित और व्यवस्थित डिजिटल ट्रैकिंग सुनिश्चित करने के लिए हाल ही में छत्तीसगढ़ का पहला डिजिटल पुलिस ई-वेयरहाउस (ई-मालखाना) कहां स्थापित किया गया था?","Bilaspur","बिलासपुर","Raipur","रायपुर","Durg","दुर्ग","Bastar","बस्तर",2,"Chhattisgarh's first digital police e-warehouse (e-Malkhana) was established in Raipur district to modernize the storage and cataloging of evidentiary materials seized by the police.","जब्त की गई साक्ष्य सामग्री के भंडारण और सूचीकरण को आधुनिक बनाने के लिए रायपुर जिले में छत्तीसगढ़ का पहला डिजिटल पुलिस ई-वेयरहाउस (ई-मालखाना) स्थापित किया गया था।"
"According to the recent reports, which district secured the first position in the state in the district-level overall ranking for the execution of the Pradhan Mantri Awas Yojana - Gramin (PMAY-G)?","हालिया रिपोर्टों के अनुसार, प्रधानमंत्री आवास योजना - ग्रामीण (PMAY-G) के निष्पादन के लिए जिला-स्तरीय समग्र रैंकिंग में किस जिले ने राज्य में प्रथम स्थान प्राप्त किया?","Dhamtari","धमतरी","Balod","बालोद","Jashpur","जशपुर","Surguja","सरगुजा",1,"Dhamtari district secured the first rank in the state for the implementation of PMAY-G, achieving 68.6% of its target with 29,035 completed houses, evaluated on construction quality, geo-tracking, and timely payments.","धमतरी जिले ने PMAY-G के कार्यान्वयन के लिए राज्य में पहला स्थान हासिल किया, निर्माण गुणवत्ता, जियो-ट्रैकिंग और समय पर भुगतान पर मूल्यांकन करते हुए 29,035 पूर्ण घरों के साथ अपने लक्ष्य का 68.6% प्राप्त किया।"
"Assertion (A): A rare bronze statue of Lord Avalokiteshvara is being officially returned by the United States to India, making it a proud moment for Chhattisgarh.\n\nReason (R): The statue was originally excavated from Sirpur in 1939 and was stolen from the Mahant Ghasidas Museum (Raipur) in 1982.\n\nCodes:","कथन (A): भगवान अवलोकितेश्वर की एक दुर्लभ कांस्य प्रतिमा संयुक्त राज्य अमेरिका द्वारा आधिकारिक तौर पर भारत को लौटाई जा रही है, जो छत्तीसगढ़ के लिए गर्व का क्षण है।\n\nकारण (R): यह प्रतिमा मूल रूप से 1939 में सिरपुर से खोजी गई थी और 1982 में महंत घासीदास संग्रहालय (रायपुर) से चोरी हो गई थी।\n\nकूट:","Both (A) and (R) are true, and (R) is the correct explanation of (A)","(A) और (R) दोनों सही हैं, और (R), (A) की सही व्याख्या है","Both (A) and (R) are true, but (R) is not the correct explanation of (A)","(A) और (R) दोनों सही हैं, लेकिन (R), (A) की सही व्याख्या नहीं है","(A) is true, but (R) is false","(A) सही है, लेकिन (R) गलत है","(A) is false, but (R) is true","(A) गलत है, लेकिन (R) सही है",2,"Both the assertion and the reason are factually accurate. The statue of Avalokiteshvara (a Mahayana Buddhist deity carved by Dronaditya) was stolen from the Raipur museum and forms part of the 657 artifacts being returned by the US.","कथन और कारण दोनों तथ्यात्मक रूप से सटीक हैं। अवलोकितेश्वर (द्रोणादित्य द्वारा उकेरी गई महायान बौद्ध देवता) की मूर्ति रायपुर संग्रहालय से चोरी हो गई थी और यह अमेरिका द्वारा लौटाई जा रही 657 कलाकृतियों का हिस्सा है।"
"A high-level bridge constructed at a cost of Rs 9.45 crore over the 'Shri' river acts as a crucial connectivity tri-junction linking Chhattisgarh with which two states?","'श्री' नदी पर 9.45 करोड़ रुपये की लागत से निर्मित एक हाई-लेवल पुल छत्तीसगढ़ को किन दो राज्यों से जोड़ने वाले एक महत्वपूर्ण कनेक्टिविटी ट्राई-जंक्शन के रूप में कार्य करता है?","Madhya Pradesh and Uttar Pradesh","मध्य प्रदेश और उत्तर प्रदेश","Odisha and Andhra Pradesh","ओडिशा और आंध्र प्रदेश","Odisha and Jharkhand","ओडिशा और झारखंड","Jharkhand and Bihar","झारखंड और बिहार",3,"The Shri river flows through the Jashpur district area. The new high-level bridge constructed over it acts as a strategic economic corridor linking Chhattisgarh, Odisha, and Jharkhand.","श्री नदी जशपुर जिले के क्षेत्र से होकर बहती है। इस पर निर्मित नया हाई-लेवल पुल छत्तीसगढ़, ओडिशा और झारखंड को जोड़ने वाले रणनीतिक आर्थिक गलियारे के रूप में कार्य करता है।"
"In the Performance Grading Index (PGI) 2.0 released by the Union Ministry of Education, which district of Chhattisgarh secured the first position in the state, falling under the 'Prachesta-1' category with 329 marks?","केंद्रीय शिक्षा मंत्रालय द्वारा जारी परफॉरमेंस ग्रेडिंग इंडेक्स (PGI) 2.0 में, छत्तीसगढ़ के किस जिले ने 329 अंकों के साथ 'प्रचेष्टा-1' श्रेणी में आते हुए राज्य में प्रथम स्थान प्राप्त किया?","Raigarh","रायगढ़","Raipur","रायपुर","Bilaspur","बिलासपुर","Durg","दुर्ग",1,"Raigarh district secured the 1st rank in Chhattisgarh in the PGI 2.0 assessment (focused on school education evaluation) by securing 329 out of 600 marks, placing it in the 'Prachesta-1' grading category.","रायगढ़ जिले ने 600 में से 329 अंक प्राप्त कर पीजीआई 2.0 मूल्यांकन (स्कूली शिक्षा मूल्यांकन पर केंद्रित) में छत्तीसगढ़ में पहला स्थान हासिल किया, जिससे इसे 'प्रचेष्टा-1' ग्रेडिंग श्रेणी में रखा गया।"
"Rajim Nagar Panchayat was recently upgraded to a Nagar Palika. Which department of the Chhattisgarh government officially issued the notification for this administrative upgrade?","राजिम नगर पंचायत को हाल ही में नगर पालिका में अपग्रेड किया गया था। छत्तीसगढ़ सरकार के किस विभाग ने आधिकारिक तौर पर इस प्रशासनिक अपग्रेड के लिए अधिसूचना जारी की?","Revenue and Disaster Management Department","राजस्व एवं आपदा प्रबंधन विभाग","Panchayat and Rural Development Department","पंचायत एवं ग्रामीण विकास विभाग","Urban Administration and Development Department","नगरीय प्रशासन एवं विकास विभाग","General Administration Department","सामान्य प्रशासन विभाग",3,"The official notification to upgrade Rajim (Gariaband district) from a Nagar Panchayat to a Nagar Palika was issued by the Urban Administration and Development Department (Nagriya Prashasan evam Vikas Vibhag).","राजिम (गरियाबंद जिला) को नगर पंचायत से नगर पालिका में अपग्रेड करने की आधिकारिक अधिसूचना नगरीय प्रशासन एवं विकास विभाग द्वारा जारी की गई थी।"
"Consider the following statements regarding the 'Surguja Cheri Bank' pilot project:\n\n1. It was launched in the Lakhanpur development block of Surguja to make rural women 'Lakhpati Didis'.\n\n2. Instead of a cash loan, 4 high-breed goats are given as a loan to the beneficiaries.\n\n3. The loan repayment requires the beneficiary to return 16 kids (12 female, 4 male) within 40 months.\n\nChoose the correct answer:","'सरगुजा छेरी बैंक' पायलट प्रोजेक्ट के संबंध में निम्नलिखित कथनों पर विचार कीजिए:\n\n1. इसे ग्रामीण महिलाओं को 'लखपति दीदी' बनाने के लिए सरगुजा के लखनपुर विकास खंड में शुरू किया गया था।\n\n2. नकद ऋण के बजाय, लाभार्थियों को 4 उच्च नस्ल की बकरियां ऋण के रूप में दी जाती हैं।\n\n3. ऋण चुकौती के लिए लाभार्थी को 40 महीने के भीतर 16 मेमने (12 मादा, 4 नर) वापस करने होते हैं।\n\nसही कथन चुनिए:","1 and 2 only","केवल 1 और 2","2 and 3 only","केवल 2 और 3","1 and 3 only","केवल 1 और 3","1, 2 and 3","1, 2 और 3",4,"All statements are correct. Run under the NRLM 'Bihan', the Cheri Bank provides 4 Black Bengal goats as a loan with a Rs 3,000 service fee for medical coverage, requiring 16 kids to be returned over 40 months.","सभी कथन सही हैं। NRLM 'बिहान' के तहत संचालित, छेरी बैंक चिकित्सा कवरेज के लिए 3,000 रुपये के सेवा शुल्क के साथ 4 ब्लैक बंगाल बकरियां ऋण के रूप में प्रदान करता है, जिसमें 40 महीनों में 16 मेमने वापस करने की आवश्यकता होती है।"
"Consider the following statements regarding the 'Saroara Plastic Park' being developed in Chhattisgarh:\n\n1. It is located near Raipur.\n\n2. It is spread over an area of 48 acres.\n\n3. The infrastructure development cost of this park is Rs 40 crore.\n\nChoose the correct statement(s):","छत्तीसगढ़ में विकसित किए जा रहे 'सरोरा प्लास्टिक पार्क' के संबंध में निम्नलिखित कथनों पर विचार कीजिए:\n\n1. यह रायपुर के पास स्थित है।\n\n2. यह 48 एकड़ क्षेत्र में फैला हुआ है।\n\n3. इस पार्क की अधोसंरचना विकास लागत 40 करोड़ रुपये है।\n\nसही कथन चुनिए:","1 and 2 only","केवल 1 और 2","2 and 3 only","केवल 2 और 3","3 only","केवल 3","1, 2 and 3","1, 2 और 3",4,"All statements are correct. The Saroara Plastic Park is an industrial infrastructure project being developed on 48 acres of land near Raipur, with an estimated infrastructure setup cost of Rs 40 crore.","सभी कथन सही हैं। सरोरा प्लास्टिक पार्क एक औद्योगिक बुनियादी ढांचा परियोजना है जिसे रायपुर के पास 48 एकड़ भूमि पर विकसित किया जा रहा है, जिसकी अनुमानित अवसंरचना स्थापना लागत 40 करोड़ रुपये है।"
"A rare, 300-year-old musical instrument named 'Nakti Baja', currently preserved by an 80-year-old local named Ghansay Dhanwar, belongs predominantly to the cultural heritage of which tribe?","80 वर्षीय स्थानीय घनसाय धनवार द्वारा संरक्षित 'नकटी बाजा' नामक 300 वर्ष पुराना दुर्लभ वाद्ययंत्र, मुख्य रूप से किस जनजाति की सांस्कृतिक विरासत से संबंधित है?","Baiga","बैगा","Kamar","कमार","Dhanwar","धनवार","Gond","गोंड",3,"The 'Nakti Baja' is an ancient traditional string instrument made using dried gourds (tuma), producing sitar-like sounds. It is predominantly used and preserved by the Dhanwar tribe of Chhattisgarh.","'नकटी बाजा' एक प्राचीन पारंपरिक तार वाद्ययंत्र है जिसे सूखे तुम्बा (लौकी) का उपयोग करके बनाया जाता है, जो सितार जैसी ध्वनि उत्पन्न करता है। यह मुख्य रूप से छत्तीसगढ़ की धनवार जनजाति द्वारा उपयोग और संरक्षित किया जाता है।"
"An 11th-century Ashtabhuja (eight-armed) 'Tripurantak Shiva' statue, depicting Lord Shiva lifting Nandi and a chariot on his left foot while drawing a bow, was recently found in which location?","एक 11वीं सदी की अष्टभुजा (आठ भुजाओं वाली) 'त्रिपुरान्तक शिव' की मूर्ति, जिसमें भगवान शिव को अपने बाएं पैर पर नंदी और रथ को उठाते हुए तथा धनुष पर प्रत्यंचा चढ़ाते हुए दर्शाया गया है, हाल ही में किस स्थान पर मिली थी?","Malhar (Bilaspur)","मल्हार (बिलासपुर)","Bhamni (Mahasamund)","बमना (महासमुंद)","Ghatiari (Khairagarh-Chhuikhadan-Gandai)","घटियारी (खैरागढ़-छुईखदान-गंडई)","Pachrahi (Balod)","पचरही (बालोद)",3,"The Tripurantak Shiva statue was found in Ghatiari (KCG district). It is a rare 11th-century sculpture showing Shiva in a dynamic archery posture, now moved to the Mahant Ghasidas Museum.","त्रिपुरान्तक शिव की मूर्ति घटियारी (KCG जिला) में मिली थी। यह 11वीं सदी की एक दुर्लभ मूर्ति है जिसमें शिव को एक गतिशील तीरंदाजी मुद्रा में दिखाया गया है, जिसे अब महंत घासीदास संग्रहालय में स्थानांतरित कर दिया गया है।"
"The famous 'Mandip Khol Gufa', which opens only for one day in a year on Akshaya Tritiya, requires devotees to cross which specific river 16 times to reach the inner Shivalinga?","प्रसिद्ध 'मंडीप खोल गुफा', जो साल में केवल एक दिन अक्षय तृतीया पर खुलती है, वहां आंतरिक शिवलिंग तक पहुंचने के लिए भक्तों को किस विशिष्ट नदी को 16 बार पार करना पड़ता है?","Shwetganga","श्वेतगंगा","Kelo","केलो","Hamp","हांप","Sukha","सूखा",1,"The Mandip Khol Gufa is located in the Khairagarh-Chhuikhadan-Gandai district. Devotees must cross the Shwetganga river 16 times to access the cave, which is opened only on the first Monday after Akshaya Tritiya.","मंडीप खोल गुफा खैरागढ़-छुईखदान-गंडई जिले में स्थित है। गुफा तक पहुंचने के लिए भक्तों को श्वेतगंगा नदी को 16 बार पार करना पड़ता है, जो अक्षय तृतीया के बाद पहले सोमवार को ही खोली जाती है।"
"The 'JOSH (Journey of Sanitation Hygiene) Model', an innovative pilot project that employs local youth to maintain community toilets for a service fee of Rs 200 per unit, was initiated in which development block?","'जोश (जर्नी ऑफ सैनिटेशन हाइजीन) मॉडल', एक अभिनव पायलट प्रोजेक्ट जो 200 रुपये प्रति यूनिट सेवा शुल्क पर सामुदायिक शौचालयों को बनाए रखने के लिए स्थानीय युवाओं को रोजगार देता है, किस विकास खंड में शुरू किया गया था?","Lakhanpur (Surguja)","लखनपुर (सरगुजा)","Khadgava (MCB)","खडगवां (एमसीबी)","Magarlod (Dhamtari)","मगरलोड (धमतरी)","Usur (Bijapur)","उसूर (बीजापुर)",2,"The JOSH model was initiated in Khadgava (Manendragarh-Chirmiri-Bharatpur district) by the health minister. It aims to provide employment as 'Swachhata Prahari' while ensuring the upkeep of public/institutional toilets.","स्वास्थ्य मंत्री द्वारा खडगवां (मनेंद्रगढ़-चिरमिरी-भरतपुर जिले) में जोश मॉडल शुरू किया गया था। इसका उद्देश्य सार्वजनिक/संस्थागत शौचालयों का रखरखाव सुनिश्चित करते हुए 'स्वच्छता प्रहरी' के रूप में रोजगार प्रदान करना है।"
"Excavations at Bhamni village recently uncovered the remains of a 1000-year-old Kalchuri-era temple featuring intricately carved stone pillars, amalak, and statues. This site is associated with the 'Panchkoshi Yatra' mentioned in which ancient text?","बमना गांव में हाल ही में हुई खुदाई में 1000 वर्ष पुराने कलचुरी काल के मंदिर के अवशेष मिले हैं, जिसमें जटिल नक्काशीदार पत्थर के खंभे, आमलक और मूर्तियां हैं। यह स्थल किस प्राचीन ग्रंथ में वर्णित 'पंचकोशी यात्रा' से संबंधित है?","Vishnu Purana","विष्णु पुराण","Skanda Purana","स्कंद पुराण","Matsya Purana","मत्स्य पुराण","Garuda Purana","गरुड़ पुराण",2,"Bhamni village (Mahasamund) falls on the route of the Panchkoshi Yatra (a pilgrimage to 5 Shiva temples), which finds its historical and religious mention in the ancient Skanda Purana.","बमना गांव (महासमुंद) पंचकोशी यात्रा (5 शिव मंदिरों की तीर्थयात्रा) के मार्ग पर पड़ता है, जिसका ऐतिहासिक और धार्मिक उल्लेख प्राचीन स्कंद पुराण में मिलता है।"
