National and International Current Affairs (January 2026) - Part 2
राष्ट्रीय/अंतर्राष्ट्रीय समसामयिकी जनवरी 2026 भाग-2
This advanced quiz forms Part-2 of the January 2026 current affairs set, strictly aligned with the CGPSC Prelims standard. It tests deep factual knowledge on national schemes, defense tech, international summits, and key indices.
यह उन्नत क्विज़ जनवरी 2026 की समसामयिकी सेट का भाग-2 है, जो पूरी तरह से सीजीपीएससी प्रारंभिक परीक्षा के मानक पर आधारित है। यह राष्ट्रीय योजनाओं, रक्षा तकनीक, अंतर्राष्ट्रीय सम्मेलनों और प्रमुख सूचकांकों पर गहन तथ्यात्मक ज्ञान का परीक्षण करता है।
Q(EN),Q(HI),OptA(EN),OptA(HI),OptB(EN),OptB(HI),OptC(EN),OptC(HI),OptD(EN),OptD(HI),Correct(1-4),Exp(EN),Exp(HI)
"Consider the following statements regarding India's first Sovereign AI Park:\n\n1. It is being established in Tamil Nadu with an investment of ₹10,000 crore.\n\n2. It is developed in partnership with the Indian AI startup Sarvam AI.\n\n3. The park will securely house data models and computing resources strictly within state borders.\n\nWhich of the statements given above is/are correct?","भारत के पहले सॉवरेन एआई पार्क (Sovereign AI Park) के संबंध में निम्नलिखित कथनों पर विचार करें:\n\n1. इसे तमिलनाडु में ₹10,000 करोड़ के निवेश के साथ स्थापित किया जा रहा है।\n\n2. इसे भारतीय एआई स्टार्टअप सर्वम एआई (Sarvam AI) के साथ साझेदारी में विकसित किया गया है।\n\n3. यह पार्क राज्य की सीमाओं के भीतर डेटा मॉडल और कंप्यूटिंग संसाधनों को सुरक्षित रूप से रखेगा।\n\nउपरोक्त कथनों में से कौन सा/से सही है/हैं?","1 and 2 only","केवल 1 और 2","2 and 3 only","केवल 2 और 3","1 and 3 only","केवल 1 और 3","1, 2 and 3","1, 2 और 3",4,"All three statements are correct. Tamil Nadu is establishing India's first sovereign AI park partnering with Sarvam AI to create a full-stack AI ecosystem keeping data securely within state borders.","तीनों कथन सही हैं। तमिलनाडु राज्य की सीमाओं के भीतर डेटा को सुरक्षित रखते हुए फुल-स्टैक एआई पारिस्थितिकी तंत्र बनाने के लिए सर्वम एआई की साझेदारी में भारत का पहला सॉवरेन एआई पार्क स्थापित कर रहा है।"
"In January 2026, which spacecraft became the first man-made object to reach a distance of one ""light-day"" (approximately 26 billion km) from Earth?","जनवरी 2026 में, कौन सा अंतरिक्ष यान पृथ्वी से एक ""प्रकाश-दिवस"" (लगभग 26 अरब किमी) की दूरी तक पहुंचने वाला पहला मानव निर्मित वस्तु बन गया?","New Horizons","न्यू होराइजन्स (New Horizons)","Voyager 1","वॉयजर 1 (Voyager 1)","Pioneer 10","पायनियर 10 (Pioneer 10)","Cassini","कैसिनी (Cassini)",2,"NASA's Voyager 1, launched on Sept 5, 1977, became the first man-made object to cover a distance of one light-day (26 billion km) from Earth.","5 सितंबर, 1977 को लॉन्च किया गया नासा का वॉयजर 1 (Voyager 1), पृथ्वी से एक प्रकाश-दिवस (26 अरब किमी) की दूरी तय करने वाला पहला मानव निर्मित वस्तु बन गया है।"
"Which state became the first in India to launch a dedicated 'Menopause Clinic' operating within its government hospitals and urban health facilities?","अपने सरकारी अस्पतालों और शहरी स्वास्थ्य सुविधाओं के भीतर एक समर्पित 'मेनोपॉज़ क्लिनिक' (Menopause Clinic) शुरू करने वाला भारत का पहला राज्य कौन सा बन गया?","Maharashtra","महाराष्ट्र","Kerala","केरल","Tamil Nadu","तमिलनाडु","Gujarat","गुजरात",1,"Maharashtra became the first Indian state to establish dedicated Menopause Clinics to provide specialized hormonal, bone, and cardiovascular health screenings for women.","महाराष्ट्र महिलाओं के लिए विशेष हार्मोनल, हड्डी और हृदय स्वास्थ्य जांच प्रदान करने के लिए समर्पित मेनोपॉज़ क्लिनिक स्थापित करने वाला पहला भारतीय राज्य बन गया।"
"Consider the following statements regarding National Youth Day 2026:\n\n1. It is celebrated annually on 12th January to mark the birth anniversary of Swami Vivekananda.\n\n2. The theme for the year 2026 was ""Ignite the Self, Impact the World"".\n\n3. The Government of India formally declared this day as National Youth Day in 1984.\n\nWhich of the statements given above are correct?","राष्ट्रीय युवा दिवस 2026 के संबंध में निम्नलिखित कथनों पर विचार करें:\n\n1. यह स्वामी विवेकानंद की जयंती को चिह्नित करने के लिए प्रतिवर्ष 12 जनवरी को मनाया जाता है।\n\n2. वर्ष 2026 का विषय ""स्वयं को प्रज्वलित करें, दुनिया पर प्रभाव डालें"" था।\n\n3. भारत सरकार ने औपचारिक रूप से 1984 में इस दिन को राष्ट्रीय युवा दिवस घोषित किया था।\n\nउपरोक्त कथनों में से कौन से सही हैं?","1 and 2 only","केवल 1 और 2","2 and 3 only","केवल 2 और 3","1 and 3 only","केवल 1 और 3","1, 2 and 3","1, 2 और 3",4,"All three statements are accurate. The Govt of India declared it in 1984 (first celebrated in 1985), and the 2026 theme was indeed 'Ignite the Self, Impact the World'.","तीनों कथन सटीक हैं। भारत सरकार ने 1984 में इसकी घोषणा की थी (पहली बार 1985 में मनाया गया), और 2026 का विषय 'स्वयं को प्रज्वलित करें, दुनिया पर प्रभाव डालें' था।"
"Regarding the Subhash Chandra Bose Aapda Prabandhan Puraskar 2026, consider the following statements:\n\n1. Sikkim State Disaster Management Authority won the award in the Institutional category.\n\n2. Lt. Col. Sita Ashok Shelke won the award in the Individual category.\n\n3. The cash prize is ₹51 lakh for an institution and ₹5 lakh for an individual.\n\nWhich of the statements is/are correct?","सुभाष चंद्र बोस आपदा प्रबंधन पुरस्कार 2026 के संबंध में, निम्नलिखित कथनों पर विचार करें:\n\n1. सिक्किम राज्य आपदा प्रबंधन प्राधिकरण ने संस्थागत श्रेणी में पुरस्कार जीता।\n\n2. लेफ्टिनेंट कर्नल सीता अशोक शेलके ने व्यक्तिगत श्रेणी में पुरस्कार जीता।\n\n3. नकद पुरस्कार संस्थान के लिए ₹51 लाख और व्यक्ति के लिए ₹5 लाख है।\n\nइनमें से कौन सा/से कथन सही है/हैं?","1 only","केवल 1","1 and 2 only","केवल 1 और 2","2 and 3 only","केवल 2 और 3","1, 2 and 3","1, 2 और 3",4,"All statements are correct. The awards were announced on Parakram Diwas (Jan 23) honoring Sikkim SDMA and Lt. Col. Sita Ashok Shelke with ₹51L and ₹5L respectively.","सभी कथन सही हैं। इन पुरस्कारों की घोषणा पराक्रम दिवस (23 जनवरी) को की गई, जिसमें सिक्किम एसडीएमए और लेफ्टिनेंट कर्नल सीता अशोक शेलके को क्रमशः ₹51 लाख और ₹5 लाख से सम्मानित किया गया।"
"The India Energy Week 2026, organized under the patronage of the Ministry of Petroleum and Natural Gas, was hosted in which state?","पेट्रोलियम और प्राकृतिक गैस मंत्रालय के संरक्षण में आयोजित भारत ऊर्जा सप्ताह (India Energy Week) 2026 की मेजबानी किस राज्य में की गई?","Gujarat","गुजरात","Goa","गोवा","Assam","असम","Maharashtra","महाराष्ट्र",2,"The India Energy Week 2026 was hosted in Goa from 27th to 30th January, seeing participation from over 120 countries in energy security talks.","भारत ऊर्जा सप्ताह 2026 की मेजबानी गोवा में 27 से 30 जनवरी तक की गई, जिसमें ऊर्जा सुरक्षा वार्ता में 120 से अधिक देशों ने भाग लिया।"
"In January 2026, India's first state-run dog sanctuary was established in which city?","जनवरी 2026 में, भारत का पहला राज्य-संचालित कुत्ता अभयारण्य (dog sanctuary) किस शहर में स्थापित किया गया था?","Ludhiana, Punjab","लुधियाना, पंजाब","Surat, Gujarat","सूरत, गुजरात","Indore, Madhya Pradesh","इंदौर, मध्य प्रदेश","Dehradun, Uttarakhand","देहरादून, उत्तराखंड",1,"Punjab established India's first dedicated dog sanctuary in Ludhiana as a pilot project to protect stray dogs and reduce dog bite cases.","पंजाब ने आवारा कुत्तों की रक्षा करने और कुत्ते के काटने के मामलों को कम करने के लिए एक पायलट प्रोजेक्ट के रूप में लुधियाना में भारत का पहला समर्पित कुत्ता अभयारण्य स्थापित किया।"
"Consider the following statements regarding India's first Vande Bharat Sleeper train launched in January 2026:\n\n1. It operates between Howrah (West Bengal) and Guwahati (Assam).\n\n2. The train comprises exactly 16 coaches.\n\n3. It has a total passenger capacity of 823.\n\nChoose the correct code:","जनवरी 2026 में शुरू की गई भारत की पहली वंदे भारत स्लीपर ट्रेन के संबंध में निम्नलिखित कथनों पर विचार करें:\n\n1. यह हावड़ा (पश्चिम बंगाल) और गुवाहाटी (असम) के बीच संचालित होती है।\n\n2. ट्रेन में ठीक 16 कोच शामिल हैं।\n\n3. इसकी कुल यात्री क्षमता 823 है।\n\nसही कूट चुनें:","1 and 2 only","केवल 1 और 2","2 and 3 only","केवल 2 और 3","1 and 3 only","केवल 1 और 3","1, 2 and 3","1, 2 और 3",4,"All three statements are correct. Flagged off by PM Modi, it connects Howrah and Guwahati, featuring 16 coaches (11 3AC, 4 2AC, 1 1AC) and a capacity of 823.","तीनों कथन सही हैं। पीएम मोदी द्वारा हरी झंडी दिखाई गई यह ट्रेन हावड़ा और गुवाहाटी को जोड़ती है, जिसमें 16 कोच (11 3AC, 4 2AC, 1 1AC) और 823 की क्षमता है।"
"Match the following schemes with their primary objective:\n\nList-I\n(a) PM JANMAN\n(b) PM KUSUM\n(c) PM SVANidhi\n(d) DWEPTI Yojana\n\nList-II\n(i) Solarization of agriculture\n(ii) PVTGs development\n(iii) Empowering rural women in solar energy\n(iv) Credit facility for street vendors\n\nCodes:","निम्नलिखित योजनाओं का उनके प्राथमिक उद्देश्य के साथ मिलान करें:\n\nसूची-I\n(a) पीएम जनमन (PM JANMAN)\n(b) पीएम कुसुम (PM KUSUM)\n(c) पीएम स्वनिधि (PM SVANidhi)\n(d) दीप्ती योजना (DWEPTI Yojana)\n\nसूची-II\n(i) कृषि का सौरकरण\n(ii) पीवीटीजी (PVTG) का विकास\n(iii) सौर ऊर्जा में ग्रामीण महिलाओं का सशक्तिकरण\n(iv) स्ट्रीट वेंडर्स के लिए ऋण सुविधा\n\nकूट:","(a)-(ii), (b)-(i), (c)-(iv), (d)-(iii)","(a)-(ii), (b)-(i), (c)-(iv), (d)-(iii)","(a)-(ii), (b)-(iii), (c)-(iv), (d)-(i)","(a)-(ii), (b)-(iii), (c)-(iv), (d)-(i)","(a)-(i), (b)-(ii), (c)-(iv), (d)-(iii)","(a)-(i), (b)-(ii), (c)-(iv), (d)-(iii)","(a)-(iv), (b)-(i), (c)-(ii), (d)-(iii)","(a)-(iv), (b)-(i), (c)-(ii), (d)-(iii)",1,"PM JANMAN targets PVTGs. PM KUSUM is for agricultural solar pumps. PM SVANidhi provides loans to street vendors. Chhattisgarh's DWEPTI Yojana empowers 'Solar Didis'.","पीएम जनमन पीवीटीजी (PVTGs) को लक्षित करता है। पीएम कुसुम कृषि सौर पंपों के लिए है। पीएम स्वनिधि स्ट्रीट वेंडर्स को ऋण देती है। छत्तीसगढ़ की दीप्ती योजना 'सोलर दीदी' को सशक्त बनाती है।"
"Match the protected areas in news (Jan 2026) with their states:\n\nList-I\n(a) Ratapani Tiger Reserve\n(b) Sunabeda Wildlife Sanctuary\n(c) Bor Tiger Reserve\n(d) Kaimur Wildlife Sanctuary\n\nList-II\n(i) Maharashtra\n(ii) Odisha\n(iii) Madhya Pradesh\n(iv) Bihar\n\nCodes:","समाचारों में रहे संरक्षित क्षेत्रों (जनवरी 2026) का उनके राज्यों के साथ मिलान करें:\n\nसूची-I\n(a) रातापानी टाइगर रिजर्व\n(b) सुनाबेड़ा वन्यजीव अभयारण्य\n(c) बोर टाइगर रिजर्व\n(d) कैमूर वन्यजीव अभयारण्य\n\nसूची-II\n(i) महाराष्ट्र\n(ii) ओडिशा\n(iii) मध्य प्रदेश\n(iv) बिहार\n\nकूट:","(a)-(iii), (b)-(ii), (c)-(i), (d)-(iv)","(a)-(iii), (b)-(ii), (c)-(i), (d)-(iv)","(a)-(iii), (b)-(i), (c)-(ii), (d)-(iv)","(a)-(iii), (b)-(i), (c)-(ii), (d)-(iv)","(a)-(ii), (b)-(iii), (c)-(i), (d)-(iv)","(a)-(ii), (b)-(iii), (c)-(i), (d)-(iv)","(a)-(iii), (b)-(ii), (c)-(iv), (d)-(i)","(a)-(iii), (b)-(ii), (c)-(iv), (d)-(i)",1,"Ratapani is in MP (renamed to Dr. VS Wakankar TR). Sunabeda is in Odisha. Bor TR is in Maharashtra. Kaimur is in Bihar.","रातापानी म.प्र. में है (डॉ. वीएस वाकणकर टीआर के रूप में नया नाम)। सुनाबेड़ा ओडिशा में है। बोर टीआर महाराष्ट्र में है। कैमूर बिहार में है।"
"Bamanwas Kankar Panchayat, which became the first in North-West India to be certified as a fully organic gram panchayat, is located in which state?","उत्तर-पश्चिम भारत में पूर्ण रूप से जैविक ग्राम पंचायत के रूप में प्रमाणित होने वाली पहली 'बामनवास कांकड़ पंचायत' किस राज्य में स्थित है?","Punjab","पंजाब","Haryana","हरियाणा","Rajasthan","राजस्थान","Himachal Pradesh","हिमाचल प्रदेश",3,"Bamanwas Kankar village in the Kotputli-Behror district of Rajasthan has become the first fully organic certified panchayat in North-West India.","राजस्थान के कोटपूतली-बहरोड़ जिले का बामनवास कांकड़ गांव उत्तर-पश्चिम भारत की पहली पूर्ण जैविक प्रमाणित पंचायत बन गया है।"
"The 'Taimur' missile, recently in news, is an air-launched cruise missile with a strike range of up to 600 km developed by which country?","हाल ही में समाचारों में रही 'तैमूर' मिसाइल, 600 किमी तक की मारक क्षमता वाली हवा से प्रक्षेपित होने वाली क्रूज मिसाइल है, जिसे किस देश द्वारा विकसित किया गया है?","Iran","ईरान","Pakistan","पाकिस्तान","China","चीन","Turkey","तुर्की",2,"Taimur is an air-launched cruise missile developed by Pakistan capable of hitting enemy targets with high precision at a range of up to 600 km.","तैमूर पाकिस्तान द्वारा विकसित एक हवा से प्रक्षेपित होने वाली क्रूज मिसाइल है जो 600 किमी तक की सीमा पर दुश्मन के ठिकानों को उच्च सटीकता के साथ निशाना बनाने में सक्षम है।"
"Assertion (A): The International Dugong Conservation Centre is being established in the Gulf of Mannar region.\n\nReason (R): The Dugong is a herbivorous marine mammal listed under Schedule I of the Wildlife Protection Act, 1972.\n\nCodes:","कथन (A): मन्नार की खाड़ी क्षेत्र में अंतर्राष्ट्रीय डुगोंग (समुद्री गाय) संरक्षण केंद्र स्थापित किया जा रहा है।\n\nकारण (R): डुगोंग एक शाकाहारी समुद्री स्तनपायी है जो वन्यजीव संरक्षण अधिनियम, 1972 की अनुसूची I के तहत सूचीबद्ध है।\n\nकूट:","Both A and R are true and R is the correct explanation of A","A और R दोनों सत्य हैं और R, A की सही व्याख्या है","Both A and R are true but R is not the correct explanation of A","A और R दोनों सत्य हैं लेकिन R, A की सही व्याख्या नहीं है","A is true but R is false","A सत्य है लेकिन R असत्य है","A is false but R is true","A असत्य है लेकिन R सत्य है",2,"Both statements are correct. However, establishing the ₹41 crore centre in the Gulf of Mannar is primarily due to it being their specific localized habitat in India, not solely because of its Schedule I overarching legal status.","दोनों कथन सही हैं। हालाँकि, मन्नार की खाड़ी में ₹41 करोड़ का केंद्र स्थापित किया जा रहा है क्योंकि यह भारत में उनका विशिष्ट स्थानीय निवास स्थान है, न कि केवल इसकी अनुसूची I की व्यापक कानूनी स्थिति के कारण।"
"The 'Gaan Ngai' festival, a major post-harvest festival celebrated with traditional fire-making ceremonies, belongs to the Zeliangrong community of which state?","पारंपरिक अग्नि-प्रज्ज्वलन समारोहों के साथ मनाया जाने वाला एक प्रमुख फसल कटाई के बाद का त्योहार 'गान नगाई' (Gaan Ngai), किस राज्य के ज़ेलियांग्रोंग समुदाय से संबंधित है?","Nagaland","नागालैंड","Mizoram","मिजोरम","Manipur","मणिपुर","Assam","असम",3,"The Gaan Ngai festival is a post-harvest festival marking the end of the year, predominantly celebrated by the Zeliangrong (Kabui) community in Manipur.","गान नगाई महोत्सव साल के अंत का प्रतीक फसल कटाई के बाद का त्योहार है, जो मुख्य रूप से मणिपुर में ज़ेलियांग्रोंग (काबुई) समुदाय द्वारा मनाया जाता है।"
"Which Indian initiative was named a finalist for the prestigious 2026 Franz Edelman Award (often called the Nobel Prize of Operations Research)?","किस भारतीय पहल को प्रतिष्ठित 2026 फ्रांज एडेलमैन अवार्ड (जिसे अक्सर ऑपरेशंस रिसर्च का नोबेल पुरस्कार कहा जाता है) के लिए फाइनलिस्ट चुना गया था?","CoWIN vaccine delivery system","कोविन (CoWIN) वैक्सीन वितरण प्रणाली","Annachakra supply chain management system","अन्नचक्र (Annachakra) आपूर्ति श्रृंखला प्रबंधन प्रणाली","PRAGATI real-time monitoring platform","प्रगति (PRAGATI) रीयल-टाइम मॉनिटरिंग प्लेटफॉर्म","Bhashini translation portal","भाषिनी (Bhashini) अनुवाद पोर्टल",2,"'Annachakra', developed by the Dept of Food & Public Distribution with WFP and IIT Delhi to optimize food supply chains, was a finalist for the 2026 Franz Edelman Award.","खाद्य आपूर्ति श्रृंखलाओं को अनुकूलित करने के लिए WFP और IIT दिल्ली के साथ खाद्य और सार्वजनिक वितरण विभाग द्वारा विकसित 'अन्नचक्र', 2026 फ्रांज एडेलमैन अवार्ड के लिए फाइनलिस्ट था।"
