Quiz Title (English): Chhattisgarh Current Affairs (March 2026) Part-1
Quiz Title (Hindi): छत्तीसगढ़ समसामयिकी (मार्च 2026) भाग 1
Quiz Description (English): Elevate your CGPSC Prelims preparation with Part 1 of the comprehensive March 2026 Chhattisgarh Current Affairs quiz. This examiner-aligned set tests your precision on key state legislation, newly launched schemes, national rankings, and dynamic demographic data.
Quiz Description (Hindi): मार्च 2026 छत्तीसगढ़ करेंट अफेयर्स क्विज़ के भाग 1 के साथ अपनी सीजीपीएससी प्रारंभिक परीक्षा की तैयारी को सुदृढ़ करें। यह सेट प्रमुख राज्य विधानों, नई शुरू की गई योजनाओं, राष्ट्रीय रैंकिंग और गतिशील जनसांख्यिकीय डेटा पर आपकी सटीकता का परीक्षण करता है।

Q(EN),Q(HI),OptA(EN),OptA(HI),OptB(EN),OptB(HI),OptC(EN),OptC(HI),OptD(EN),OptD(HI),Correct(1-4),Exp(EN),Exp(HI)
"Which of the following statements is NOT correct regarding the 'Mukhyamantri Kanya Vivah Yojana' and its recent world record?","'मुख्यमंत्री कन्या विवाह योजना' और इसके हालिया विश्व रिकॉर्ड के संबंध में निम्नलिखित में से कौन सा कथन सही नहीं है?","A mass marriage event was held on 10 February 2026 at Science College Ground, Raipur.","10 फरवरी 2026 को साइंस कॉलेज मैदान, रायपुर में एक सामूहिक विवाह कार्यक्रम आयोजित किया गया था।","A total of 6,412 couples were married on a single day.","एक ही दिन में कुल 6,412 जोड़ों का विवाह संपन्न हुआ।","The financial assistance provided per newlywed couple is Rs 50,000.","प्रत्येक नवविवाहित जोड़े को प्रदान की जाने वाली वित्तीय सहायता 50,000 रुपये है।","The event was registered in the Guinness Book of World Records.","इस आयोजन को गिनीज बुक ऑफ वर्ल्ड रिकॉर्ड्स में दर्ज किया गया था।","4","The statement about the Guinness Book is incorrect. The mass marriage of 6,412 couples was officially entered into the 'Golden Book of World Records', not Guinness.","गिनीज बुक के बारे में कथन गलत है। 6,412 जोड़ों के सामूहिक विवाह को आधिकारिक तौर पर गिनीज में नहीं, बल्कि 'गोल्डन बुक ऑफ वर्ल्ड रिकॉर्ड्स' में दर्ज किया गया था।"
"Under a recent wildlife conservation initiative, the Chhattisgarh Forest Department has decided to establish six 'Hornbill Restaurants' in which protected area?","हाल ही में एक वन्यजीव संरक्षण पहल के तहत, छत्तीसगढ़ वन विभाग ने किस संरक्षित क्षेत्र में छह 'हॉर्नबिल रेस्तरां' (Hornbill Restaurants) स्थापित करने का निर्णय लिया है?","Kanger Valley National Park","कांगेर घाटी राष्ट्रीय उद्यान","Sitanadi-Udanti Tiger Reserve","सीतानदी-उदंती टाइगर रिजर्व","Achanakmar Tiger Reserve","अचानकमार टाइगर रिजर्व","Bhoramdeo Wildlife Sanctuary","भोरमदेव वन्यजीव अभयारण्य","2","To conserve the rare Malabar Pied Hornbill, the forest department is creating 'Hornbill Restaurants' (clusters of fruit-bearing trees like Banyan and Peepal) in the Sitanadi-Udanti Tiger Reserve.","दुर्लभ मालाबार पाइड हॉर्नबिल के संरक्षण के लिए, वन विभाग सीतानदी-उदंती टाइगर रिजर्व में 'हॉर्नबिल रेस्तरां' (बरगद और पीपल जैसे फल देने वाले पेड़ों के समूह) बना रहा है।"
"What is the primary objective of the 'Project Dhadkan' launched in Chhattisgarh?","छत्तीसगढ़ में शुरू किए गए 'प्रोजेक्ट धड़कन' का प्राथमिक उद्देश्य क्या है?","Early screening and free surgery for congenital heart diseases in children up to 18 years.","18 वर्ष तक के बच्चों में जन्मजात हृदय रोगों की प्रारंभिक जांच और मुफ्त सर्जरी।","To provide free pacemakers to BPL senior citizens.","बीपीएल वरिष्ठ नागरिकों को मुफ्त पेसमेकर प्रदान करना।","To distribute free hypertension medicines in tribal areas.","आदिवासी क्षेत्रों में मुफ्त उच्च रक्तचाप की दवाएं वितरित करना।","To track the pulse of pregnant women in Maoist-affected regions.","माओवाद प्रभावित क्षेत्रों में गर्भवती महिलाओं की नब्ज को ट्रैक करना।","1","'Project Dhadkan' is a specific healthcare initiative aimed at ensuring the free screening, consultation, and surgical treatment of congenital heart diseases in children up to 18 years.","'प्रोजेक्ट धड़कन' एक विशिष्ट स्वास्थ्य पहल है जिसका उद्देश्य 18 वर्ष तक के बच्चों में जन्मजात हृदय रोगों की मुफ्त जांच, परामर्श और शल्य चिकित्सा उपचार सुनिश्चित करना है।"
"Which district in Chhattisgarh is being developed as a 'Makhana Hub' (White Gold), taking up Makhana cultivation for the first time on 100 acres?","छत्तीसगढ़ के किस जिले को 'मखाना हब' (सफेद सोना) के रूप में विकसित किया जा रहा है, जहाँ पहली बार 100 एकड़ में मखाने की खेती शुरू की गई है?","Dhamtari","धमतरी","Mahasamund","महासमुंद","Balodabazar","बलौदाबाजार","Kondagaon","कोंडागांव","1","Dhamtari district is being actively developed as a Makhana (fox nut) hub, locally referred to as 'White Gold', with cultivation starting across 7 Gram Panchayats.","धमतरी जिले को सक्रिय रूप से मखाना हब के रूप में विकसित किया जा रहा है, जिसे स्थानीय रूप से 'सफेद सोना' कहा जाता है, जिसकी खेती 7 ग्राम पंचायतों में शुरू की गई है।"
"Consider the following statements about the 'Chhattisgarh Examination Unfair Means Prevention Bill 2026':\n\n1. Erring institutions/agencies can face a maximum penalty of Rs 1 Crore.\n\n2. Examinees caught cheating will face a ban from exams for 1 to 3 years.\n\n3. Involved directors/officers can face up to 10 years of imprisonment.\n\nChoose the correct answer:","'छत्तीसगढ़ परीक्षा अनुचित साधन निवारण विधेयक 2026' के बारे में निम्नलिखित कथनों पर विचार कीजिए:\n\n1. दोषी संस्थानों/एजेंसियों पर अधिकतम 1 करोड़ रुपये का जुर्माना लगाया जा सकता है।\n\n2. नकल करते पकड़े गए परीक्षार्थियों को 1 से 3 साल तक परीक्षाओं से प्रतिबंधित किया जाएगा।\n\n3. शामिल निदेशकों/अधिकारियों को 10 साल तक की कैद हो सकती है।\n\nसही उत्तर चुनिए:","1 and 2 only","केवल 1 और 2","2 and 3 only","केवल 2 और 3","1 and 3 only","केवल 1 और 3","1, 2 and 3","1, 2 और 3","4","All statements are correct. The stringent exam anti-cheating bill passed by the assembly imposes massive fines of Rs 1 Cr on agencies, bans cheating students, and jails complicit officials.","सभी कथन सही हैं। विधानसभा द्वारा पारित सख्त परीक्षा नकल विरोधी विधेयक एजेंसियों पर 1 करोड़ रुपये का भारी जुर्माना लगाता है, नकल करने वाले छात्रों पर प्रतिबंध लगाता है, और संलिप्त अधिकारियों को जेल भेजता है।"
"At the International Star Film Festival Awards (ISFFA) 2026 held in Kolkata, the documentary 'Chhattisgarh ke Bhim Chintaram' won the second prize. Who is the director of this documentary?","कोलकाता में आयोजित इंटरनेशनल स्टार फिल्म फेस्टिवल अवार्ड्स (ISFFA) 2026 में, वृत्तचित्र 'छत्तीसगढ़ के भीम चिंताराम' ने दूसरा पुरस्कार जीता। इस वृत्तचित्र के निर्देशक कौन हैं?","S. Anshu Dhurandhar","एस. अंशु धुरंधर","Anurag Sharma","अनुराग शर्मा","Mithilesh Kumar","मिथिलेश कुमार","Prabhat Verma","प्रभात वर्मा","1","The award-winning documentary 'Chhattisgarh ke Bhim Chintaram', based on the life of leader Dau Chintaram Tikariha, was directed by young filmmaker S. Anshu Dhurandhar from Balodabazar.","नेता दाऊ चिंताराम टिकरिहा के जीवन पर आधारित पुरस्कार विजेता वृत्तचित्र 'छत्तीसगढ़ के भीम चिंताराम' का निर्देशन बलौदाबाजार के युवा फिल्म निर्माता एस. अंशु धुरंधर ने किया था।"
"According to recent archaeological discoveries, 5th-6th century ancient remains were found in the 'Navagarh' region. In which district is this specific Navagarh site located?","हाल की पुरातात्विक खोजों के अनुसार, 'नवागढ़' क्षेत्र में 5वीं-6वीं शताब्दी के प्राचीन अवशेष मिले हैं। यह विशिष्ट नवागढ़ स्थल किस जिले में स्थित है?","Bemetara","बेमेतरा","Janjgir-Champa","जांजगीर-चांपा","Kondagaon","कोंडागांव","Mungeli","मुंगेली","3","While the name Navagarh exists in Bemetara and Janjgir, the specific archaeological site that yielded 5th-6th century remains in March 2026 is located in the Kondagaon district.","यद्यपि नवागढ़ नाम बेमेतरा और जांजगीर में भी मौजूद है, विशिष्ट पुरातात्विक स्थल जहां मार्च 2026 में 5वीं-6वीं शताब्दी के अवशेष मिले, वह कोंडागांव जिले में स्थित है।"
"The 'Aadi Parv 2026' was organized on 13-14 March 2026 at the Tribal Research and Training Institute, Nawa Raipur. What was its official theme?","'आदि पर्व 2026' का आयोजन 13-14 मार्च 2026 को जनजातीय अनुसंधान और प्रशिक्षण संस्थान, नवा रायपुर में किया गया था। इसकी आधिकारिक थीम क्या थी?","Sangwari Hamar Pehchan","संगवारी हमर पहचान","Parampara se Pehchan Tak","परंपरा से पहचान तक","Hamar Sanskriti Hamar Garv","हमर संस्कृति हमर गर्व","Mor Maati Mor Maan","मोर माटी मोर मान","2","The official theme of the Aadi Parv 2026 cultural event, which highlighted tribal art, clothing, and heritage, was 'Parampara se Pehchan Tak'.","आदि पर्व 2026 सांस्कृतिक कार्यक्रम की आधिकारिक थीम, जिसने आदिवासी कला, कपड़े और विरासत पर प्रकाश डाला, 'परंपरा से पहचान तक' थी।"
"Assertion (A): The state government has officially declared the financial year 2026-27 as 'Mahtari Gaurav Varsh'.\n\nReason (R): It highlights the government's commitment to women's empowerment through schemes like Mahtari Vandan Yojana.\n\nCodes:","कथन (A): राज्य सरकार ने आधिकारिक तौर पर वित्तीय वर्ष 2026-27 को 'महतारी गौरव वर्ष' घोषित किया है।\n\nकारण (R): यह महतारी वंदन योजना जैसी योजनाओं के माध्यम से महिला सशक्तिकरण के प्रति सरकार की प्रतिबद्धता पर प्रकाश डालता है।\n\nकूट:","Both A and R are true, and R is the correct explanation of A","A और R दोनों सत्य हैं, और R, A की सही व्याख्या है","Both A and R are true, but R is not the correct explanation of A","A और R दोनों सत्य हैं, लेकिन R, A की सही व्याख्या नहीं है","A is true, but R is false","A सत्य है, लेकिन R असत्य है","A is false, but R is true","A असत्य है, लेकिन R सत्य है","1","The declaration of the financial year 2026-27 as 'Mahtari Gaurav Varsh' was specifically made to honour women and highlight the state's massive push towards women empowerment schemes.","वित्तीय वर्ष 2026-27 को 'महतारी गौरव वर्ष' घोषित करने का मुख्य कारण महिलाओं का सम्मान करना और महिला सशक्तिकरण योजनाओं की दिशा में राज्य के व्यापक प्रयासों को उजागर करना था।"
"Match the sports personalities of Chhattisgarh with their respective sports disciplines (based on events in Feb-March 2026):\n\nList-I\n(a) Nikita Thakur\n(b) Animesh Kujur\n(c) Abhimanik Puri\n(d) Pranju Sonwani\n\nList-II\n(i) Athletics (Sprint)\n(ii) Weightlifting\n(iii) Shooting\n(iv) Hockey\n\nCodes:","छत्तीसगढ़ की खेल हस्तियों को उनके संबंधित खेल विधाओं से सुमेलित कीजिए (फरवरी-मार्च 2026 की घटनाओं के आधार पर):\n\nसूची-I\n(a) निकिता ठाकुर\n(b) अनिमेश कुजूर\n(c) अभिमानिक पुरी\n(d) प्रांजू सोनवानी\n\nसूची-II\n(i) एथलेटिक्स (स्प्रिंट/दौड़)\n(ii) भारोत्तोलन\n(iii) निशानेबाजी (शूटिंग)\n(iv) हॉकी\n\nकूट:","a-ii, b-i, c-iv, d-iii","a-ii, b-i, c-iv, d-iii","a-i, b-ii, c-iii, d-iv","a-i, b-ii, c-iii, d-iv","a-ii, b-iv, c-i, d-iii","a-ii, b-iv, c-i, d-iii","a-iv, b-iii, c-ii, d-i","a-iv, b-iii, c-ii, d-i","1","Nikita Thakur won Gold in weightlifting at Tribal Games, Animesh Kujur set a 100m sprint record, Abhimanik Puri was selected for Indian Hockey, and Pranju won medals in shooting.","निकिता ठाकुर ने ट्राइबल गेम्स में भारोत्तोलन में स्वर्ण जीता, अनिमेश कुजूर ने 100 मीटर स्प्रिंट का रिकॉर्ड बनाया, अभिमानिक पुरी को भारतीय हॉकी के लिए चुना गया, और प्रांजू ने शूटिंग में पदक जीते।"
"Consider the following regarding the 'Jal Sanchay Jan Bhagidari Abhiyan 2.0':\n\n1. Chhattisgarh ranked second in the country in completing projects under this campaign.\n\n2. Andhra Pradesh secured the first rank nationally.\n\n3. Raipur Municipal Corporation ranked 8th nationwide in the municipal category.\n\nWhich of the statements is/are correct?","'जल संचय जन भागीदारी अभियान 2.0' के संबंध में निम्नलिखित पर विचार कीजिए:\n\n1. इस अभियान के तहत परियोजनाओं को पूरा करने में छत्तीसगढ़ देश में दूसरे स्थान पर रहा।\n\n2. आंध्र प्रदेश ने राष्ट्रीय स्तर पर प्रथम स्थान प्राप्त किया।\n\n3. नगर निगम श्रेणी में रायपुर नगर निगम देश भर में 8वें स्थान पर रहा।\n\nकौन सा/से कथन सही划है/हैं?","1 and 2 only","केवल 1 और 2","2 and 3 only","केवल 2 और 3","1 and 3 only","केवल 1 और 3","1, 2 and 3","1, 2 और 3","4","All statements are completely correct based on the recent water conservation report. Chhattisgarh successfully ranked 2nd (behind AP), while Raipur and Korba ranked 8th and 9th respectively among corporations.","हालिया जल संरक्षण रिपोर्ट के आधार पर सभी कथन पूरी तरह से सही हैं। छत्तीसगढ़ 2रे स्थान पर (AP के बाद) रहा, जबकि रायपुर और कोरबा निगमों में क्रमशः 8वें और 9वें स्थान पर रहे।"
"Which of the following statements is NOT correct regarding the 'Mukhyamantri Bijli Bill Bhugtan Samadhan Yojana 2026'?","'मुख्यमंत्री बिजली बिल भुगतान समाधान योजना 2026' के संबंध में निम्नलिखित में से कौन सा कथन सही नहीं है?","It was launched on 12 March 2026.","इसे 12 मार्च 2026 को लॉन्च किया गया था।","It offers a 90% to 100% waiver on the surcharge for pending electricity bills.","यह लंबित बिजली बिलों के अधिभार (surcharge) पर 90% से 100% तक की छूट प्रदान करता है।","The scheme's benefits are strictly limited to government departments and offices.","इस योजना के लाभ कड़ाई से सरकारी विभागों और कार्यालयों तक सीमित हैं।","It will remain effective until 30 June 2026.","यह 30 जून 2026 तक प्रभावी रहेगा।","3","The statement is false. The scheme explicitly excludes government offices and focuses exclusively on providing financial relief to domestic, agricultural, and industrial consumers.","यह कथन गलत है। यह योजना स्पष्ट रूप से सरकारी कार्यालयों को बाहर रखती है और विशेष रूप से घरेलू, कृषि और औद्योगिक उपभोक्ताओं को वित्तीय राहत प्रदान करने पर केंद्रित है।"
