Quiz Title: Early Kalchuris & Establishment (Tumman & Kalingraja)
क्विज़ शीर्षक: प्रारंभिक कलचुरी एवं स्थापना (तुम्माण व कलिंगराज)
Quiz Description: This quiz rigorously evaluates your knowledge of the early Kalchuri dynasty's origins, their migration from Mahishmati to Tripuri, and the permanent establishment of their rule in Chhattisgarh by Kalingraja. It covers critical epigraphical records and architectural contributions up to Prithvideva I, tailored strictly for CGPSC Prelims.
क्विज़ विवरण: यह क्विज़ प्रारंभिक कलचुरी राजवंश की उत्पत्ति, महिष्मती से त्रिपुरी तक उनके प्रवास और कलिंगराज द्वारा छत्तीसगढ़ में उनके शासन की स्थायी स्थापना के आपके ज्ञान का कड़ाई से मूल्यांकन करता है। यह सीजीपीएससी प्रारंभिक परीक्षा के लिए विशेष रूप से पृथ्वीदेव प्रथम तक के महत्वपूर्ण पुरालेखीय अभिलेखों और स्थापत्य योगदान को कवर करता है।

Q(EN),Q(HI),OptA(EN),OptA(HI),OptB(EN),OptB(HI),OptC(EN),OptC(HI),OptD(EN),OptD(HI),Correct(1-4),Exp(EN),Exp(HI)
"Who was the Kalchuri monarch of Tripuri during whose reign Kalingraja successfully conquered Dakshin Kosal and permanently established the Tumman capital?","त्रिपुरी का वह कलचुरी सम्राट कौन था जिसके शासनकाल में कलिंगराज ने सफलतापूर्वक दक्षिण कोसल पर विजय प्राप्त की और तुम्माण राजधानी को स्थायी रूप से स्थापित किया?","Gangeyadeva","गांगेयदेव","Kokkaladeva II","कोक्कलदेव द्वितीय","Shankaragana II","शंकरगण द्वितीय","Jaisingh","जयसिंह","2","Historical records state that Kalingraja's successful conquest of Dakshin Kosal and the permanent establishment of the Tumman branch occurred during the reign of Kokkaladeva II (the contemporary paramount ruler of the main Tripuri branch).","ऐतिहासिक अभिलेखों में कहा गया है कि दक्षिण कोसल पर कलिंगराज की सफल विजय और तुम्माण शाखा की स्थायी स्थापना कोक्कलदेव द्वितीय (मुख्य त्रिपुरी शाखा के समकालीन सर्वोच्च शासक) के शासनकाल के दौरान हुई थी।"
"Which Kalchuri ruler assumed the grand imperial title of 'Sakal-Kosaladhipati' (Lord of Entire Kosala) to formally declare his supreme authority over the 21,000 villages of the region?","किस कलचुरी शासक ने क्षेत्र के 21,000 गाँवों पर अपने सर्वोच्च अधिकार की औपचारिक घोषणा करने के लिए 'सकल-कोसलाधिपति' (संपूर्ण कोसल के भगवान) की भव्य शाही उपाधि धारण की?","Ratnadeva I","रत्नदेव प्रथम","Prithvideva I","पृथ्वीदेव प्रथम","Kalingraja","कलिंगराज","Kamalraja","कमलराज","2","Prithvideva I (1065-1095 AD), the son of Ratnadeva I, significantly consolidated the empire. His Amoda copper plate proudly declares him the master of 21,000 villages, and he became the first regional Kalchuri to assume the title 'Sakal-Kosaladhipati'.","रत्नदेव प्रथम के पुत्र पृथ्वीदेव प्रथम (1065-1095 ई.) ने साम्राज्य को काफी हद तक मजबूत किया। उनका अमोदा ताम्रपत्र गर्व से उन्हें 21,000 गांवों का स्वामी घोषित करता है, और वे 'सकल-कोसलाधिपति' की उपाधि धारण करने वाले पहले क्षेत्रीय कलचुरी बने।"
"According to the foundational history of the Kalchuris, their earliest known king Krishnaraj (550-575 AD) ruled from which ancient capital and issued coins named 'Krishnaraj Rupak'?","कलचुरियों के संस्थापक इतिहास के अनुसार, उनके सबसे शुरुआती ज्ञात राजा कृष्णराज (550-575 ई.) ने किस प्राचीन राजधानी से शासन किया और 'कृष्णराज रूपक' नामक सिक्के जारी किए?","Tripuri","त्रिपुरी","Mahishmati","महिष्मती","Kalanjara","कालिंजर","Tumman","तुम्माण","2","The ancient origins of the Kalchuris trace back to the city of Mahishmati (modern Maheshwar in MP). King Krishnaraj established his rule there after the decline of the Vakatakas and issued widespread silver coins known as Krishnaraj Rupak.","कलचुरियों की प्राचीन उत्पत्ति महिष्मती (एमपी में आधुनिक महेश्वर) शहर से हुई है। राजा कृष्णराज ने वाकाटकों के पतन के बाद वहां अपना शासन स्थापित किया और कृष्णराज रूपक के नाम से जाने जाने वाले व्यापक चांदी के सिक्के जारी किए।"
"The early Kalchuris lost their ancestral capital Mahishmati and their territories in Malwa around 610 AD after King Buddharaj was severely defeated by which ruler?","610 ई. के लगभग किस शासक द्वारा राजा बुद्धराज के बुरी तरह पराजित होने के बाद प्रारंभिक कलचुरियों ने अपनी पैतृक राजधानी महिष्मती और मालवा के अपने क्षेत्रों को खो दिया था?","Chalukya king Mangalesha","चालुक्य राजा मंगलेश","Rashtrakuta king Dantidurga","राष्ट्रकूट राजा दंतिदुर्ग","Pallava king Narasimhavarman I","पल्लव राजा नरसिंहवर्मन प्रथम","Vakataka king Pravarasena II","वाकाटक राजा प्रवरसेन द्वितीय","1","King Buddharaj faced a massive invasion from the Chalukyas. Around 610 AD, Chalukya king Mangalesha decisively defeated Buddharaj, stripping the Kalchuris of their Mahishmati empire and forcing them into a period of political obscurity.","राजा बुद्धराज को चालुक्यों के भारी आक्रमण का सामना करना पड़ा। 610 ई. के आसपास, चालुक्य राजा मंगलेश ने बुद्धराज को निर्णायक रूप से हराया, कलचुरियों से उनके महिष्मती साम्राज्य को छीन लिया और उन्हें राजनीतिक गुमनामी के दौर में धकेल दिया।"
"After a long period of obscurity following the loss of Mahishmati, who was the ambitious historical figure that re-established the Kalchuri dynasty's power by founding a new capital at Tripuri?","महिष्मती के नुकसान के बाद गुमनामी की एक लंबी अवधि के पश्चात, वह महत्वाकांक्षी ऐतिहासिक व्यक्ति कौन था जिसने त्रिपुरी में एक नई राजधानी की स्थापना करके कलचुरी राजवंश की शक्ति को फिर से स्थापित किया?","Kokkaladeva I","कोक्कलदेव प्रथम","Vamraj Dev","वामराज देव","Shankaragana I","शंकरगण प्रथम","Lakshmanraja","लक्ष्मणराज","2","Vamraj Dev was a highly ambitious leader who took advantage of the political instability after Harshavardhana's death. He conquered the Kalanjara fort and subsequently established the highly powerful Tripuri branch of the Kalchuris.","वामराज देव एक अत्यधिक महत्वाकांक्षी नेता था जिसने हर्षवर्धन की मृत्यु के बाद राजनीतिक अस्थिरता का लाभ उठाया। उसने कालिंजर किले पर विजय प्राप्त की और बाद में कलचुरियों की अत्यधिक शक्तिशाली त्रिपुरी शाखा की स्थापना की।"
"Arrange the following early rulers of the Dakshin Kosal Kalchuri branch in their correct chronological succession:

1. Kamalraja
2. Prithvideva I
3. Kalingraja
4. Ratnadeva I

Choose the correct code:","दक्षिण कोसल कलचुरी शाखा के निम्नलिखित प्रारंभिक शासकों को उनके सही कालानुक्रमिक उत्तराधिकार में व्यवस्थित करें:

1. कमलराज
2. पृथ्वीदेव प्रथम
3. कलिंगराज
4. रत्नदेव प्रथम

सही कूट चुनें:","3, 1, 4, 2","3, 1, 4, 2","3, 4, 1, 2","3, 4, 1, 2","1, 3, 2, 4","1, 3, 2, 4","3, 1, 2, 4","3, 1, 2, 4","1","The strict, unbroken genealogical sequence based on the Amoda and Raipur copper plates is: Kalingraja (Founder) -> Kamalraja -> Ratnadeva I (Founded Ratanpur) -> Prithvideva I (Sakal-Kosaladhipati).","अमोदा और रायपुर ताम्रपत्रों पर आधारित सख्त, अटूट वंशावली अनुक्रम है: कलिंगराज (संस्थापक) -> कमलराज -> रत्नदेव प्रथम (रतनपुर की स्थापना की) -> पृथ्वीदेव प्रथम (सकल-कोसलाधिपति)।"
"According to the Ratanpur and Raipur inscriptions, the Dakshin Kosal (Lahuri) branch of the Kalchuris originated from one of the younger sons of which prominent Tripuri king, who had a total of 18 sons?","रतनपुर और रायपुर शिलालेखों के अनुसार, कलचुरियों की दक्षिण कोसल (लहुरी) शाखा की उत्पत्ति किस प्रमुख त्रिपुरी राजा के छोटे पुत्रों में से एक से हुई थी, जिसके कुल 18 पुत्र थे?","Vamraj Dev","वामराज देव","Kokkaladeva I","कोक्कलदेव प्रथम","Gangeyadeva","गांगेयदेव","Shankaragana II","शंकरगण द्वितीय","2","Epigraphical records state that the great Tripuri sovereign Kokkaladeva I had 18 sons. The eldest inherited the Tripuri throne, while the other 17 became provincial governors (Mandaladhipatis). Kalingraja was a direct descendant of one of these younger brothers.","पुरालेखीय अभिलेखों में कहा गया है कि महान त्रिपुरी संप्रभु कोक्कलदेव प्रथम के 18 पुत्र थे। सबसे बड़े को त्रिपुरी का सिंहासन विरासत में मिला, जबकि अन्य 17 प्रांतीय गवर्नर (मंडलाधिपति) बने। कलिंगराज इन्ही छोटे भाइयों में से एक का प्रत्यक्ष वंशज था।"
"Match the Kalchuri rulers with their respective significant actions/titles:

List-I
(a) Kalingraja
(b) Kamalraja
(c) Ratnadeva I
(d) Prithvideva I

List-II
(i) Built the Mahamaya Temple
(ii) Conquered Dakshin Kosal and made Tumman his capital
(iii) Assumed the title 'Sakal-Kosaladhipati'
(iv) Aided Tripuri king in the Utkal campaign

Codes:","कलचुरी शासकों को उनके संबंधित महत्वपूर्ण कार्यों/उपाधियों के साथ सुमेलित करें:

सूची-I
(a) कलिंगराज
(b) कमलराज
(c) रत्नदेव प्रथम
(d) पृथ्वीदेव प्रथम

सूची-II
(i) महामाया मंदिर का निर्माण करवाया
(ii) दक्षिण कोसल पर विजय प्राप्त की और तुम्माण को अपनी राजधानी बनाया
(iii) 'सकल-कोसलाधिपति' की उपाधि धारण की
(iv) उत्कल अभियान में त्रिपुरी राजा की सहायता की

कूट:","(a)-ii, (b)-iv, (c)-i, (d)-iii","(a)-ii, (b)-iv, (c)-i, (d)-iii","(a)-ii, (b)-i, (c)-iv, (d)-iii","(a)-ii, (b)-i, (c)-iv, (d)-iii","(a)-iv, (b)-ii, (c)-i, (d)-iii","(a)-iv, (b)-ii, (c)-i, (d)-iii","(a)-ii, (b)-iv, (c)-iii, (d)-i","(a)-ii, (b)-iv, (c)-iii, (d)-i","1","Kalingraja established Tumman. Kamalraja aided Gangeyadeva in Utkal. Ratnadeva I founded Ratanpur and built the Mahamaya Temple. Prithvideva I took the title 'Sakal-Kosaladhipati'.","कलिंगराज ने तुम्माण की स्थापना की। कमलराज ने उत्कल में गांगेयदेव की सहायता की। रत्नदेव प्रथम ने रतनपुर की स्थापना की और महामाया मंदिर का निर्माण करवाया। पृथ्वीदेव प्रथम ने 'सकल-कोसलाधिपति' की उपाधि धारण की।"
"Prithvideva I not only commissioned the 'Prithvideveshwar' Shiva temple in Tumman but also ordered the excavation of a massive water reservoir (Vishal Sarovar) in which city for public welfare?","पृथ्वीदेव प्रथम ने न केवल तुम्माण में 'पृथ्वीदेवेश्वर' शिव मंदिर का निर्माण करवाया बल्कि जनकल्याण के लिए किस शहर में एक विशाल जल भंडार (विशाल सरोवर) की खुदाई का आदेश भी दिया?","Mallar","मल्हार","Ratanpur","रतनपुर","Pali","पाली","Kharod","खरौद","2","Demonstrating a commitment to public infrastructure, Prithvideva I constructed the Prithvideveshwar Temple in the old capital Tumman, while simultaneously excavating a massive lake (Vishal Sarovar) in the new capital, Ratanpur.","सार्वजनिक बुनियादी ढांचे के प्रति प्रतिबद्धता प्रदर्शित करते हुए, पृथ्वीदेव प्रथम ने पुरानी राजधानी तुम्माण में पृथ्वीदेवेश्वर मंदिर का निर्माण किया, जबकि साथ ही साथ नई राजधानी रतनपुर में एक विशाल झील (विशाल सरोवर) की खुदाई की।"
"Identify the INCORRECT statement regarding the early Kalchuri king, Kalingraja:","प्रारंभिक कलचुरी राजा, कलिंगराज के संबंध में गलत कथन पहचानें:","He is universally recognized as the real founder of Kalchuri power in Dakshin Kosal.","उन्हें सार्वभौमिक रूप से दक्षिण कोसल में कलचुरी शक्ति के वास्तविक संस्थापक के रूप में मान्यता प्राप्त है।","He successfully expelled local tribal enemies from the dense forests of Tumman.","उन्होंने तुम्माण के घने जंगलों से स्थानीय जनजातीय दुश्मनों को सफलतापूर्वक खदेड़ दिया।","He completely severed all ties of suzerainty with the main Tripuri branch of Kalchuris.","उन्होंने कलचुरियों की मुख्य त्रिपुरी शाखा के साथ आधिपत्य के सभी संबंध पूरी तरह से तोड़ दिए।","His glorious deeds are explicitly praised in the Amoda copper plate of his descendant.","उनके गौरवशाली कार्यों की उनके वंशज के अमोदा ताम्रपत्र में स्पष्ट रूप से प्रशंसा की गई है।","3","Statements 1, 2, and 4 are historically verified facts. Statement 3 is false because Kalingraja (and his immediate successors like Kamalraja and Ratnadeva I) maintained a subordinate, respectful relationship with the paramount Tripuri Kalchuri branch.","कथन 1, 2, और 4 ऐतिहासिक रूप से सत्यापित तथ्य हैं। कथन 3 गलत है क्योंकि कलिंगराज (और उनके तत्काल उत्तराधिकारियों जैसे कमलराज और रत्नदेव प्रथम) ने सर्वोच्च त्रिपुरी कलचुरी शाखा के साथ एक अधीनस्थ, सम्मानजनक संबंध बनाए रखा।"
"During his reign, Prithvideva I was married to Queen Rajalladevi. To highlight her religious devotion, what specific structure was constructed in Tumman during their rule?","अपने शासनकाल के दौरान, पृथ्वीदेव प्रथम का विवाह रानी राजल्ला देवी से हुआ था। उनकी धार्मिक भक्ति को उजागर करने के लिए, उनके शासनकाल के दौरान तुम्माण में किस विशिष्ट संरचना का निर्माण किया गया था?","Mahamaya Temple","महामाया मंदिर","Prithvideveshwar Shiva Temple","पृथ्वीदेवेश्वर शिव मंदिर","A large stepwell (Bawdi)","एक बड़ी बावड़ी","Rajiv Lochan Temple","राजीव लोचन मंदिर","2","Historical records highlight that Prithvideva I, alongside his devout queen Rajalladevi, was responsible for the construction of the Prithvideveshwar Shiva temple in their ancestral capital of Tumman.","ऐतिहासिक अभिलेखों में इस बात पर प्रकाश डाला गया है कि पृथ्वीदेव प्रथम, अपनी धर्मपरायण रानी राजल्ला देवी के साथ, अपनी पैतृक राजधानी तुम्माण में पृथ्वीदेवेश्वर शिव मंदिर के निर्माण के लिए जिम्मेदार थे।"
