Quiz Title (English)
Civil Disobedience Movement: The Jungle Satyagrahas (Rudri, Tamora)

Quiz Title (Hindi)
सविनय अवज्ञा आंदोलन: जंगल सत्याग्रह (रुद्री, तमोरा)

Quiz Description (English)
Test your deep understanding of the Jungle Satyagrahas in Chhattisgarh during the Civil Disobedience Movement (1930). This quiz covers critical events at Rudri Navagaon, Tamora, Gattasilli, and other localized forest protests, focusing on precise dates, leaders, and unique local incidents.

Quiz Description (Hindi)
सविनय अवज्ञा आंदोलन (1930) के दौरान छत्तीसगढ़ में हुए जंगल सत्याग्रहों पर अपनी गहरी समझ का परीक्षण करें। यह क्विज रुद्री नवागांव, तमोरा, गट्टासिल्ली और अन्य स्थानीय वन विरोध प्रदर्शनों की सटीक तिथियों, नेताओं और प्रमुख घटनाओं पर केंद्रित है।

"Q(EN)","Q(HI)","OptA(EN)","OptA(HI)","OptB(EN)","OptB(HI)","OptC(EN)","OptC(HI)","OptD(EN)","OptD(HI)","Correct(1-4)","Exp(EN)","Exp(HI)"
"Consider the following statements regarding the Rudri Navagaon Jungle Satyagraha:\n\n1. It was organized in the Dhamtari district in August 1930.\n\n2. Narayanrao Meghawale and Nathuji Jagtap were arrested during this movement.\n\n3. The police resorted to a lathi charge and bullet firing, resulting in deaths.\n\nWhich of the statements given above are correct?","रुद्री नवागांव जंगल सत्याग्रह के संबंध में निम्नलिखित कथनों पर विचार कीजिए:\n\n1. यह अगस्त 1930 में धमतरी जिले में आयोजित किया गया था।\n\n2. इस आंदोलन के दौरान नारायणराव मेघावाले और नत्थूजी जगताप को गिरफ्तार किया गया था।\n\n3. पुलिस ने लाठीचार्ज और गोलीबारी की, जिसके परिणामस्वरूप मौतें हुईं।\n\nउपरोक्त में से कौन से कथन सही हैं?","1 and 2 only","केवल 1 और 2","2 and 3 only","केवल 2 और 3","1 and 3 only","केवल 1 और 3","1, 2 and 3","1, 2 और 3",4,"All statements are completely accurate. It occurred in Dhamtari in Aug 1930, Meghawale and Jagtap were arrested, and police firing killed Sindhu Kumar and Ralu.","सभी कथन पूर्णतः सत्य हैं। यह अगस्त 1930 में धमतरी में हुआ था, मेघावाले और जगताप को गिरफ्तार किया गया था, और पुलिस की गोलीबारी में सिंधु कुमार और रलू की मौत हो गई थी।"
"The Mohbana-Pondi Jungle Satyagraha (24 July 1930) was spearheaded by which prominent leader in the Balod region?","मोहबना-पोंडी जंगल सत्याग्रह (24 जुलाई 1930) का नेतृत्व बालोद क्षेत्र में किस प्रमुख नेता द्वारा किया गया था?","Narsingh Prasad Agrawal","नरसिंह प्रसाद अग्रवाल","Ramadhar Dubey","रामाधार दुबे","Manohar Lal Shukla","मनोहर लाल शुक्ल","Samaru Barai","समारू बरई",1,"Narsingh Prasad Agrawal successfully spearheaded the Mohbana-Pondi Jungle Satyagraha in Balod on 24 July 1930, organizing protests and agitations against the British Government.","नरसिंह प्रसाद अग्रवाल ने 24 जुलाई 1930 को बालोद में मोहबना-पोंडी जंगल सत्याग्रह का सफलतापूर्वक नेतृत्व किया, जिसमें ब्रिटिश सरकार के खिलाफ विरोध प्रदर्शन आयोजित किए गए।"
"Why did the Pakariya Jungle Satyagraha in Janjgir-Champa fail to officially commence in October 1930?","जांजगीर-चांपा में पकरिया जंगल सत्याग्रह अक्टूबर 1930 में आधिकारिक रूप से शुरू होने में क्यों विफल रहा?","The local Zamindar sided with the British","स्थानीय जमींदार ने अंग्रेजों का पक्ष लिया","The leader Ayodhya Prasad Jain was arrested before the satyagraha started","सत्याग्रह शुरू होने से पहले ही नेता अयोध्या प्रसाद जैन को गिरफ्तार कर लिया गया","The participants reached a peaceful agreement with the SDO","प्रतिभागियों ने एसडीओ के साथ शांतिपूर्ण समझौता कर लिया","The movement was suddenly called off by Mahatma Gandhi","महात्मा गांधी द्वारा अचानक आंदोलन वापस ले लिया गया",2,"The Pakariya Satyagraha in Janjgir-Champa was halted because its primary leader, Ayodhya Prasad Jain, was pre-emptively arrested by the police before the protests could officially start.","जांजगीर-चांपा में पकरिया सत्याग्रह रोक दिया गया था क्योंकि विरोध प्रदर्शन आधिकारिक रूप से शुरू होने से पहले ही इसके प्रमुख नेता अयोध्या प्रसाद जैन को पुलिस ने एहतियातन गिरफ्तार कर लिया था।"
"Which of the following Jungle Satyagrahas was NOT a part of the Civil Disobedience Movement phase of 1930?","निम्नलिखित में से कौन सा जंगल सत्याग्रह 1930 के सविनय अवज्ञा आंदोलन चरण का हिस्सा नहीं था?","Ghonghadih","घोंघाडीह","Labhra","लभरा","Idakhar","ईदाखार","Nagari-Sihawa","नगरी-सिहावा",4,"The Nagari-Sihawa Jungle Satyagraha occurred much earlier, on 21 January 1922, making it the only Jungle Satyagraha during the Non-Cooperation Movement phase, unlike the others which occurred in 1930.","नगरी-सिहावा जंगल सत्याग्रह बहुत पहले, 21 जनवरी 1922 को हुआ था, जिससे यह असहयोग आंदोलन के चरण के दौरान एकमात्र जंगल सत्याग्रह बन गया, जबकि अन्य 1930 में हुए थे।"
"The Bandhakhar Jungle Satyagraha (Katghora) in 1930 was led by Manohar Lal Shukla and actively supported by which two tribal communities?","1930 में बाधाखार जंगल सत्याग्रह (कटघोरा) का नेतृत्व मनोहर लाल शुक्ल ने किया था और किन दो आदिवासी समुदायों ने इसका सक्रिय रूप से समर्थन किया था?","Oraon and Munda","उरांव और मुंडा","Gond and Kanwar","गोंड और कंवर","Bhunjia and Kamar","भुंजिया और कमार","Muria and Maria","मुरिया और माड़िया",2,"The Bandhakhar Jungle Satyagraha located in Katghora (Korba) was predominantly led and supported by the Gond and Kanwar tribes under the guidance of Manohar Lal Shukla.","कटघोरा (कोरबा) में स्थित बाधाखार जंगल सत्याग्रह मुख्य रूप से मनोहर लाल शुक्ल के मार्गदर्शन में गोंड और कंवर जनजातियों द्वारा नेतृत्व और समर्थित था।"
"During the Tanvat (Nawapara) Jungle Satyagraha of 1930, why did the movement face immediate and severe suppression?","1930 के तानवट (नवापारा) जंगल सत्याग्रह के दौरान, आंदोलन को तत्काल और गंभीर दमन का सामना क्यों करना पड़ा?","The local Zamindar of Tanvat assisted the British in crushing the Satyagraha","तानवट के स्थानीय जमींदार ने सत्याग्रह को कुचलने में अंग्रेजों की सहायता की","The British immediately deployed the Gorkha regiment","अंग्रेजों ने तुरंत गोरखा रेजिमेंट को तैनात कर दिया","Internal betrayal by the leader Arimardan Giri","अरिमर्दन गिरी द्वारा आंतरिक विश्वासघात","A widespread cholera epidemic forced crowds to disperse","हैजे की व्यापक महामारी ने भीड़ को तितर-बितर होने पर मजबूर कर दिया",1,"The Tanvat Jungle Satyagraha (1930) was initiated by the local people, but the Zamindar of Tanvat betrayed them and helped the British administration suppress the movement.","तानवट जंगल सत्याग्रह (1930) स्थानीय लोगों द्वारा शुरू किया गया था, लेकिन तानवट के जमींदार ने उनके साथ विश्वासघात किया और आंदोलन को दबाने में ब्रिटिश प्रशासन की मदद की।"
"Satyanarayan Khandelwal, Ramnarayan, Amar Singh, and Keshav Prasad Verma led the Jungle Satyagraha at which of the following places in the Bilaspur district in 1930?","सत्यनारायण खंडेलवाल, रामनारायण, अमर सिंह और केशव प्रसाद वर्मा ने 1930 में बिलासपुर जिले के निम्नलिखित में से किस स्थान पर जंगल सत्याग्रह का नेतृत्व किया था?","Sipat","सीपत","Idakhar","ईदाखार","Pakariya","पकरिया","Bandhakhar","बाधाखार",2,"The Idakhar Jungle Satyagraha in Bilaspur (1930) was jointly led by Satyanarayan Khandelwal, Ramnarayan, Amar Singh, and Keshav Prasad Verma.","बिलासपुर में ईदाखार जंगल सत्याग्रह (1930) का संयुक्त नेतृत्व सत्यनारायण खंडेलवाल, रामनारायण, अमर सिंह और केशव प्रसाद वर्मा ने किया था।"
"Assertion (A): A girl named Dayavati slapped a British SDO during the Tamora Jungle Satyagraha.\n\nReason (R): The SDO was attempting to brutally arrest Mahatma Gandhi who was visiting the Tamora village at that time.\n\nCodes:","कथन (A): तमोरा जंगल सत्याग्रह के दौरान दयावती नामक एक लड़की ने एक ब्रिटिश एसडीओ को तमाचा मारा था।\n\nकारण (R): एसडीओ महात्मा गांधी को बेरहमी से गिरफ्तार करने का प्रयास कर रहा था जो उस समय तमोरा गांव का दौरा कर रहे थे।\n\nकूट:","Both A and R are true and R is the correct explanation of A","A और R दोनों सत्य हैं और R, A का सही स्पष्टीकरण है","Both A and R are true but R is not the correct explanation of A","A और R উভয় सत्य हैं लेकिन R, A का सही स्पष्टीकरण नहीं है","A is true but R is false","A सत्य है लेकिन R गलत है","A is false but R is true","A गलत है लेकिन R सत्य है",3,"Assertion (A) is true as Dayavati indeed slapped the SDO. Reason (R) is false because Gandhi was not in Tamora; she slapped the SDO because he was blocking the path of female satyagrahis.","कथन (A) सत्य है क्योंकि दयावती ने वास्तव में एसडीओ को तमाचा मारा था। कारण (R) गलत है क्योंकि गांधीजी तमोरा में नहीं थे; उसने एसडीओ को इसलिए तमाचा मारा क्योंकि वह महिला सत्याग्रहियों का रास्ता रोक रहा था।"
"Match the following Jungle Satyagrahas with their exact starting dates in the year 1930:\n\nList-I\n(a) Bemetara\n(b) Labhra\n(c) Tamora\n(d) Mohbana-Pondi\n\nList-II\n(i) 24 July\n(ii) 2 September\n(iii) 8 September\n(iv) 9 September\n\nCodes:","निम्नलिखित जंगल सत्याग्रहों को वर्ष 1930 में उनके शुरू होने की सटीक तिथियों के साथ सुमेलित कीजिए:\n\nसूची-I\n(a) बेमेतरा\n(b) लभरा\n(c) तमोरा\n(d) मोहबना-पोंडी\n\nसूची-II\n(i) 24 जुलाई\n(ii) 2 सितंबर\n(iii) 8 सितंबर\n(iv) 9 सितंबर\n\nकूट:","a-iii, b-iv, c-i, d-ii","a-iii, b-iv, c-i, d-ii","a-ii, b-iii, c-iv, d-i","a-ii, b-iii, c-iv, d-i","a-i, b-ii, c-iii, d-iv","a-i, b-ii, c-iii, d-iv","a-iv, b-i, c-ii, d-iii","a-iv, b-i, c-ii, d-iii",2,"Bemetara: 2 Sept. Labhra: 8 Sept. Tamora: 9 Sept. Mohbana-Pondi: 24 July. All these took place in quick succession in 1930.","बेमेतरा: 2 सितंबर। लभरा: 8 सितंबर। तमोरा: 9 सितंबर। मोहबना-पोंडी: 24 जुलाई। ये सभी 1930 में एक के बाद एक घटित हुए।"
"Which leader of the Pondigaon-Sipat Jungle Satyagraha (Bilaspur) established a 'Charkha Union' to generate public awareness and promote Swadeshi?","पोंड़ीगांव-सीपत जंगल सत्याग्रह (बिलासपुर) के किस नेता ने जन जागरूकता पैदा करने और स्वदेशी को बढ़ावा देने के लिए 'चरखा संघ' की स्थापना की थी?","Ramadhar Dubey","रामाधार दुबे","Amar Singh","अमर सिंह","Yati Yatan Lal","यति यतन लाल","Mukunda","मुकुंदा",1,"Ramadhar Dubey led the Pondigaon-Sipat Jungle Satyagraha in October 1930 and specifically formed a 'Charkha Union' to mobilize public awareness.","रामाधार दुबे ने अक्टूबर 1930 में पोंड़ीगांव-सीपत जंगल सत्याग्रह का नेतृत्व किया और विशेष रूप से जन जागरूकता जुटाने के लिए 'चरखा संघ' का गठन किया।"
"Mukunda, Ajit Rawat, Pancham, Lati, and Sansari were the principal organizers of which Jungle Satyagraha in July 1930?","मुकुंदा, अजीत रावत, पंचम, लटी और संसारी जुलाई 1930 में किस जंगल सत्याग्रह के प्रमुख आयोजक थे?","Gattasilli","गट्टासिल्ली","Mohbana-Pondi","मोहबना-पोंडी","Ghonghadih","घोंघाडीह","Sarangarh","सारंगढ़",3,"The Ghonghadih Jungle Satyagraha took place in July 1930 under the prominent local leadership of Mukunda, Ajit Rawat, Pancham, Lati, and Sansari.","घोंघाडीह जंगल सत्याग्रह जुलाई 1930 में मुकुंदा, अजीत रावत, पंचम, लटी और संसारी के प्रमुख स्थानीय नेतृत्व में हुआ था।"
"The Jungle Satyagraha in the Chhuikhadan Estate (1938) was led by which leader to protest against the exploitative policies of the British admirer Diwan?","छुईखदान रियासत (1938) में ब्रिटिश समर्थक दीवान की शोषणकारी नीतियों का विरोध करने के लिए किस नेता के नेतृत्व में जंगल सत्याग्रह किया गया था?","Ramadhin Gond","रामाधीन गोंड","Samaru Barai","समारू बरई","Dhaniram Patel","धनीराम पटेल","Indru Kewat","इंद्रू केवट",2,"Samaru Barai led the Jungle Satyagraha in Chhuikhadan in 1938 under the aegis of the State Congress against the oppressive policies of the estate's Diwan.","समारू बरई ने रियासत के दीवान की दमनकारी नीतियों के खिलाफ स्टेट कांग्रेस के तत्वावधान में 1938 में छुईखदान में जंगल सत्याग्रह का नेतृत्व किया था।"
"Approximately how many people gathered during the peak of the Tamora Jungle Satyagraha, presenting a massive challenge to the British authorities?","तमोरा जंगल सत्याग्रह के चरम के दौरान लगभग कितने लोग एकत्र हुए थे, जिसने ब्रिटिश अधिकारियों के सामने एक बड़ी चुनौती पेश की थी?","1,000","1,000","3,000","3,000","5,000","5,000","10,000","10,000",4,"The Tamora Jungle Satyagraha saw an extraordinarily massive mobilization, where a huge crowd of 10,000 people gathered in one day, defying Section 144.","तमोरा जंगल सत्याग्रह में एक असाधारण रूप से विशाल लामबंदी देखी गई, जहां धारा 144 की अवहेलना करते हुए एक ही दिन में 10,000 लोगों की भारी भीड़ जमा हो गई थी।"
"Which of the following pairs of Jungle Satyagrahas and their prominent leaders is NOT correctly matched?","जंगल सत्याग्रहों और उनके प्रमुख नेताओं का निम्नलिखित में से कौन सा युग्म सही सुमेलित नहीं है?","Labhra - Arimardan Giri","लभरा - अरिमर्दन गिरी","Tamora - Yati Yatan Lal","तमोरा - यति यतन लाल","Pakariya - Ayodhya Prasad Jain","पकरिया - अयोध्या प्रसाद जैन","Bemetara - Manohar Lal Shukla","बेमेतरा - मनोहर लाल शुक्ल",4,"Bemetara is incorrectly matched. The Bemetara Satyagraha was led by Vishwanath Tamaskar. Manohar Lal Shukla led the Bandhakhar (Korba) Jungle Satyagraha.","बेमेतरा गलत सुमेलित है। बेमेतरा सत्याग्रह का नेतृत्व विश्वनाथ तामस्कर ने किया था। मनोहर लाल शुक्ल ने बाधाखार (कोरबा) जंगल सत्याग्रह का नेतृत्व किया था।"
"Before Balod became a separate district, the Mohbana-Pondi Jungle Satyagraha of 24 July 1930 was technically a part of which British-era district?","बालोद के एक अलग जिला बनने से पहले, 24 जुलाई 1930 का मोहबना-पोंडी जंगल सत्याग्रह तकनीकी रूप से किस ब्रिटिश-युग के जिले का हिस्सा था?","Raipur","रायपुर","Durg","दुर्ग","Bilaspur","बिलासपुर","Bastar","बस्तर",2,"Historically, during the Civil Disobedience Movement in 1930, the Balod region (including Mohbana-Pondi) was a tehsil/part of the larger Durg district.","ऐतिहासिक रूप से, 1930 में सविनय अवज्ञा आंदोलन के दौरान, बालोद क्षेत्र (मोहबना-पोंडी सहित) बड़े दुर्ग जिले की एक तहसील/हिस्सा था।"
"On which exact date did Ramadhin Gond attain martyrdom during the Badratola Jungle Satyagraha in Rajnandgaon?","राजनांदगांव में बदराटोला जंगल सत्याग्रह के दौरान रामाधीन गोंड ने किस सटीक तिथि को शहादत प्राप्त की थी?","21 January 1939","21 जनवरी 1939","15 August 1938","15 अगस्त 1938","22 August 1930","22 अगस्त 1930","9 September 1930","9 सितंबर 1930",1,"Ramadhin Gond was martyred during the Badratola Jungle Satyagraha on the exact date of 21st January 1939.","रामाधीन गोंड 21 जनवरी 1939 की सटीक तिथि को बदराटोला जंगल सत्याग्रह के दौरान शहीद हुए थे।"
"Consider the following statements regarding the Tamora Jungle Satyagraha:\n\n1. It took place in the Mahasamund region.\n\n2. Shankar Rao Ganodwale and Bhagwati Prasad Mishra actively participated in it.\n\n3. The movement was suppressed easily by the British without any massive public gathering.\n\nWhich of the statements given above is/are correct?","तमोरा जंगल सत्याग्रह के संबंध में निम्नलिखित कथनों पर विचार कीजिए:\n\n1. यह महासमुंद क्षेत्र में हुआ था।\n\n2. शंकर राव गणोदवाले और भगवती प्रसाद मिश्र ने इसमें सक्रिय रूप से भाग लिया।\n\n3. बिना किसी विशाल जनसमूह के अंग्रेजों द्वारा आंदोलन को आसानी से दबा दिया गया।\n\nउपरोक्त में से कौन सा/से कथन सही है/हैं?","1 only","केवल 1","1 and 2 only","केवल 1 और 2","2 and 3 only","केवल 2 और 3","1, 2 and 3","1, 2 और 3",2,"Statements 1 and 2 are true. Statement 3 is false because the British could not suppress it easily; an uncontrollable crowd of 10,000 people gathered continuously, defying Section 144.","कथन 1 और 2 सत्य हैं। कथन 3 गलत है क्योंकि अंग्रेज इसे आसानी से नहीं दबा सके; धारा 144 का उल्लंघन करते हुए 10,000 लोगों की अनियंत्रित भीड़ लगातार इकट्ठा होती रही।"
