Quiz Title (English): Chhattisgarh Current Affairs (April 2026) Part 2
Quiz Title (Hindi): छत्तीसगढ़ समसामयिकी (अप्रैल 2026) भाग 2
Quiz Description (English): Master the dynamic CGPSC Prelims current affairs with Part 2 of the April 2026 quiz. This examiner-aligned set rigorously tests your knowledge of the latest demographic surveys, new administrative policies, sports championships, and key ecological discoveries.
Quiz Description (Hindi): अप्रैल 2026 क्विज़ के भाग 2 के साथ डायनामिक सीजीपीएससी प्रारंभिक परीक्षा करेंट अफेयर्स में महारत हासिल करें। यह परीक्षक-संरेखित सेट नवीनतम जनसांख्यिकीय सर्वेक्षणों, नई प्रशासनिक नीतियों, खेल चैंपियनशिप और प्रमुख पारिस्थितिक खोजों के आपके ज्ञान का कड़ाई से परीक्षण करता है।

Q(EN),Q(HI),OptA(EN),OptA(HI),OptB(EN),OptB(HI),OptC(EN),OptC(HI),OptD(EN),OptD(HI),Correct(1-4),Exp(EN),Exp(HI)
"Which of the following statements is NOT correct regarding the 'Jashrang Rashtriya Natya Mahotsav' organized in April 2026?","अप्रैल 2026 में आयोजित 'जसरंग राष्ट्रीय नाट्य महोत्सव' के संबंध में निम्नलिखित में से कौन सा कथन सही नहीं है?","It was a 5-day event held at the Vashishth Community Hall in Jashpur Nagar.","यह 5 दिवसीय कार्यक्रम था जो जशपुर नगर के वशिष्ठ कम्युनिटी हॉल में आयोजित किया गया था।","A new award named 'Kala Yogi' was initiated to honor artists during this festival.","इस उत्सव के दौरान कलाकारों को सम्मानित करने के लिए 'कला योगी' नामक एक नए पुरस्कार की शुरुआत की गई।","It exclusively featured theatrical performances based solely on Chhattisgarhi folk tales.","इसमें विशेष रूप से केवल छत्तीसगढ़ी लोक कथाओं पर आधारित नाट्य प्रदर्शन शामिल थे।","It featured a theatrical re-reading and performance based on Swami Vivekananda.","इसमें स्वामी विवेकानंद पर आधारित एक नाट्य पुनर्पाठ और प्रदर्शन शामिल था।","3","The statement is false. The festival was not limited to Chhattisgarhi folk tales; it had a broader national scope, prominently featuring plays like the re-reading of Swami Vivekananda's life.","यह कथन गलत है। यह उत्सव छत्तीसगढ़ी लोक कथाओं तक सीमित नहीं था; इसका व्यापक राष्ट्रीय दायरा था, जिसमें प्रमुख रूप से स्वामी विवेकानंद के जीवन के पुनर्पाठ जैसे नाटक शामिल थे।"
"Match the following unique caves of Chhattisgarh with their respective locations/districts:\n\nList-I\n(a) Blue Cave (Neeli Gufa)\n(b) Tular Cave\n(c) Mandip Khol Cave\n(d) Green Cave\n\nList-II\n(i) Kanger Valley\n(ii) Barsur (Dantewada)\n(iii) KCG District\n(iv) Darbha Block (Bastar)\n\nCodes:","छत्तीसगढ़ की निम्नलिखित अनूठी गुफाओं को उनके संबंधित स्थानों/जिलों से सुमेलित कीजिए:\n\nसूची-I\n(a) ब्लू गुफा (नीली गुफा)\n(b) तुलार गुफा\n(c) मंडीप खोल गुफा\n(d) ग्रीन गुफा\n\nसूची-II\n(i) कांगेर घाटी\n(ii) बारसूर (दंतेवाड़ा)\n(iii) केसीजी (KCG) जिला\n(iv) दरभा ब्लॉक (बस्तर)\n\nकूट:","a-iv, b-ii, c-iii, d-i","a-iv, b-ii, c-iii, d-i","a-iii, b-i, c-iv, d-ii","a-iii, b-i, c-iv, d-ii","a-i, b-ii, c-iii, d-iv","a-i, b-ii, c-iii, d-iv","a-iv, b-iii, c-ii, d-i","a-iv, b-iii, c-ii, d-i","1","The Blue Cave is newly discovered in Darbha block (Bastar), Tular Cave is a Shiva shrine in Barsur (Dantewada), Mandip Khol is in KCG, and the Green Cave is in the Kanger Valley.","ब्लू गुफा दरभा ब्लॉक (बस्तर) में खोजी गई है, तुलार गुफा बारसूर (दंतेवाड़ा) में एक शिव मंदिर है, मंडीप खोल केसीजी में है, और ग्रीन गुफा कांगेर घाटी में है।"
"The 8th edition of the 'Poshan Pakhwada' campaign was observed from 9 to 23 April 2026. What was its core thematic focus?","'पोषण पखवाड़ा' अभियान का 8वां संस्करण 9 से 23 अप्रैल 2026 तक मनाया गया। इसका मुख्य विषयगत फोकस (Theme) क्या था?","Distributing free millet-based dry rations to all pregnant women in LWE areas.","वामपंथी उग्रवाद (LWE) क्षेत्रों में सभी गर्भवती महिलाओं को मुफ्त बाजरा-आधारित सूखा राशन वितरित करना।","Maximizing the physical and brain development of children specifically in their first six years.","विशेष रूप से जीवन के पहले छह वर्षों में बच्चों के शारीरिक और मानसिक विकास को अधिकतम करना।","Providing iron and folic acid tablets exclusively to adolescent girls in schools.","स्कूलों में विशेष रूप से किशोरियों को आयरन और फोलिक एसिड की गोलियां प्रदान करना।","Eradicating severe acute malnutrition (SAM) solely through the Mitanin network.","मितानिन नेटवर्क के माध्यम से विशेष रूप से गंभीर तीव्र कुपोषण (SAM) को खत्म करना।","2","The 8th Poshan Pakhwada primarily focused on generating massive awareness regarding nutrition to maximize the critical mental and physical development of children during their first six years.","8वें पोषण पखवाड़े ने मुख्य रूप से बच्चों के पहले छह वर्षों के दौरान उनके महत्वपूर्ण मानसिक और शारीरिक विकास को अधिकतम करने के लिए पोषण के बारे में व्यापक जागरूकता पैदा करने पर ध्यान केंद्रित किया।"
"To ensure continuous administrative reach up to the village Chaupals and robust health monitoring in remote Maoist-affected areas, 'Mission Connect' was launched in which district?","माओवाद प्रभावित सुदूर गांवों की चौपालों तक निरंतर प्रशासनिक पहुंच सुनिश्चित करने और मजबूत स्वास्थ्य निगरानी के लिए, 'मिशन कनेक्ट' (Mission Connect) किस जिले में शुरू किया गया था?","Bijapur","बीजापुर","Sukma","सुकमा","Narayanpur","नारायणपुर","Dantewada","दंतेवाड़ा","2","The district administration of Sukma initiated 'Mission Connect' to bridge the gap between the government and the tribals, ensuring direct monitoring of health, nutrition, and schemes at the Chaupal level.","सुकमा जिला प्रशासन ने सरकार और आदिवासियों के बीच की खाई को पाटने के लिए 'मिशन कनेक्ट' की शुरुआत की, जिससे चौपाल स्तर पर स्वास्थ्य, पोषण और योजनाओं की सीधी निगरानी सुनिश्चित की जा सके।"
"On the lines of the Delhi NCR, the state government has approved the establishment of the Chhattisgarh State Capital Region (SCR). Which three cities are being integrated into it?","दिल्ली NCR की तर्ज पर, राज्य सरकार ने छत्तीसगढ़ स्टेट कैपिटल रीजन (SCR) की स्थापना को मंजूरी दी है। किन तीन शहरों को इसमें एकीकृत किया जा रहा है?","Raipur, Bilaspur, and Korba","रायपुर, बिलासपुर, और कोरबा","Raipur, Durg, and Rajnandgaon","रायपुर, दुर्ग, और राजनांदगांव","Raipur, Mahasamund, and Dhamtari","रायपुर, महासमुंद, और धमतरी","Raipur, Durg, and Bemetara","रायपुर, दुर्ग, और बेमेतरा","2","Headed by the Chief Minister, the Chhattisgarh State Capital Region (SCR) integrates Raipur, Durg, and Rajnandgaon to plan and execute unified infrastructure and urban development.","मुख्यमंत्री की अध्यक्षता में, छत्तीसगढ़ स्टेट कैपिटल रीजन (SCR) एकीकृत बुनियादी ढांचे और शहरी विकास की योजना बनाने और निष्पादित करने के लिए रायपुर, दुर्ग और राजनांदगांव को एकीकृत करता है।"
"Assertion (A): Reewa village of Arang (Raipur) has been scientifically proven to have human settlement older than the Buddha period.\n\nReason (R): An American Radio-Carbon dating report has confirmed that the antiquities of this village belong to 800 BCE (Iron Age).\n\nCodes:","कथन (A): आरंग (रायपुर) के रीवा गांव में बुद्ध काल से भी पुरानी मानव बस्ती होने की वैज्ञानिक रूप से पुष्टि की गई है।\n\nकारण (R): अमेरिका की एक रेडियो-कार्बन डेटिंग (Radio-Carbon dating) रिपोर्ट ने पुष्टि की है कि इस गांव के पुरावशेष 800 ईसा पूर्व (लौह युग) के हैं।\n\nकूट:","Both A and R are true, and R is the correct explanation of A","A और R दोनों सत्य हैं, और R, A की सही व्याख्या है","Both A and R are true, but R is not the correct explanation of A","A और R दोनों सत्य हैं, लेकिन R, A की सही व्याख्या नहीं है","A is true, but R is false","A सत्य है, लेकिन R असत्य है","A is false, but R is true","A असत्य है, लेकिन R सत्य है","1","The scientific radio-carbon dating report (Reason) explicitly acts as the foundational proof establishing that the settlement in Reewa village dates back to 800 BCE, older than Buddha (Assertion).","वैज्ञानिक रेडियो-कार्बन डेटिंग रिपोर्ट (कारण) स्पष्ट रूप से मूलभूत प्रमाण के रूप में कार्य करती है जो यह स्थापित करती है कि रीवा गांव में बस्ती 800 ईसा पूर्व की है, जो बुद्ध से भी पुरानी है (कथन)।"
"At the Khelo India Tribal Games 2026, Sakshi Burkule of Maharashtra won Gold in the 86 kg women's weightlifting. Who won the Silver medal in the same event representing Chhattisgarh?","खेलो इंडिया ट्राइबल गेम्स 2026 में, महाराष्ट्र की साक्षी बुरकुले ने 86 किग्रा महिला भारोत्तोलन में स्वर्ण पदक जीता। छत्तीसगढ़ का प्रतिनिधित्व करते हुए इसी स्पर्धा में रजत पदक किसने जीता?","Gyaneshwari Yadav","ज्ञानेश्वरी यादव","Sanju Devi","संजू देवी","Nikita Taram","निकिता तारम","Rishika Kashyap","ऋषिका कश्यप","4","Rishika Kashyap from Chhattisgarh displayed immense strength by lifting a total of 121 kg (55 kg Snatch, 71 kg Clean and Jerk) to secure the Silver medal in the 86 kg category.","छत्तीसगढ़ की ऋषिका कश्यप ने 86 किलोग्राम वर्ग में रजत पदक हासिल करने के लिए कुल 121 किलोग्राम (55 किलोग्राम स्नैच, 71 किलोग्राम क्लीन एंड जर्क) उठाकर अपार ताकत का प्रदर्शन किया।"
"Under a new ecological initiative of the PMGSY, roads are being constructed using plastic waste mixed with asphalt at which two locations in Chhattisgarh?","PMGSY की एक नई पारिस्थितिक पहल के तहत, छत्तीसगढ़ में किन दो स्थानों पर डामर (asphalt) के साथ प्लास्टिक कचरे को मिलाकर सड़कों का निर्माण किया जा रहा है?","Geedam (Dantewada) and Kunkuri (Jashpur)","गीदम (दंतेवाड़ा) और कुनकुरी (जशपुर)","Kalaguda (Bastar) and Mainpat (Surguja)","कालागुड़ा (बस्तर) और मैनपाट (सरगुजा)","Dongargarh (Rajnandgaon) and Chhuikhadan (KCG)","डोंगरगढ़ (राजनांदगांव) और छुईखदान (KCG)","Bhaisajhar (Mahasamund) and Nagri (Dhamtari)","भैसाझर (महासमुंद) और नगरी (धमतरी)","2","To promote Waste-to-Wealth and environmental conservation, PMGSY roads incorporating plastic waste are being successfully piloted at Kalaguda in Jagdalpur (Bastar) and Mainpat in Surguja.","कचरे से कंचन (Waste-to-Wealth) और पर्यावरण संरक्षण को बढ़ावा देने के लिए, प्लास्टिक कचरे को शामिल करने वाली PMGSY सड़कों को जगदलपुर (बस्तर) के कालागुड़ा और सरगुजा के मैनपाट में सफलतापूर्वक संचालित किया जा रहा है।"
"Where was the 'All India Health Science Vice Chancellors Meet 2026' hosted on 10 April 2026, accompanied by the CM's announcement of a 500-bed super-specialty hospital?","10 अप्रैल 2026 को 500 बिस्तरों वाले सुपर-स्पेशलिटी अस्पताल की CM की घोषणा के साथ 'अखिल भारतीय स्वास्थ्य विज्ञान कुलपति सम्मेलन 2026' की मेजबानी कहाँ की गई थी?","AIIMS, Raipur","एम्स (AIIMS), रायपुर","Pt. Jawahar Lal Nehru Memorial Medical College, Raipur","पं. जवाहर लाल नेहरू स्मृति चिकित्सा महाविद्यालय, रायपुर","Pt. Deendayal Upadhyay Memorial Health Science and Ayush University, Nawa Raipur","पं. दीनदयाल उपाध्याय स्मृति स्वास्थ्य विज्ञान एवं आयुष विश्वविद्यालय, नवा रायपुर","Late Shri Baliram Kashyap Memorial Medical College, Jagdalpur","स्व. श्री बलीराम कश्यप स्मृति चिकित्सा महाविद्यालय, जगदलपुर","3","The crucial national summit of Health Science VCs was hosted at the Pt. Deendayal Upadhyay Memorial Health Science and Ayush University in Nawa Raipur, aiming to strengthen medical research.","स्वास्थ्य विज्ञान कुलपतियों का महत्वपूर्ण राष्ट्रीय शिखर सम्मेलन नवा रायपुर में पं. दीनदयाल उपाध्याय स्मृति स्वास्थ्य विज्ञान और आयुष विश्वविद्यालय में आयोजित किया गया था, जिसका उद्देश्य चिकित्सा अनुसंधान को मजबूत करना था।"
"Who has been officially appointed as the new Head Coach of the Chhattisgarh Ranji Cricket Team for the upcoming domestic season?","आगामी घरेलू सत्र के लिए आधिकारिक तौर पर छत्तीसगढ़ रणजी क्रिकेट टीम का नया मुख्य कोच (Head Coach) किसे नियुक्त किया गया है?","Mohammad Kaif","मोहम्मद कैफ","Amay Khurasiya","अमय खुरासिया","Sanjay Sharma","संजय शर्मा","Rajesh Chauhan","राजेश चौहान","2","Former Indian international cricketer Amay Khurasiya has been officially appointed as the new Head Coach of the Chhattisgarh Ranji Team, bringing immense professional experience to the state squad.","पूर्व भारतीय अंतरराष्ट्रीय क्रिकेटर अमय खुरासिया को आधिकारिक तौर पर छत्तीसगढ़ रणजी टीम का नया मुख्य कोच नियुक्त किया गया है, जो राज्य की टीम में अपार पेशेवर अनुभव ला रहे हैं।"
"Consider the following statements regarding the 'Java Phool' rice:\n\n1. It is a highly aromatic organic rice variety traditionally cultivated in the Lailunga region of Raigarh.\n\n2. Its premium quality is geographically attributed to the region's hot days and cool nights.\n\n3. Experiencing high demand, it was recently exported to Kargil and Ladakh.\n\nWhich of the above is/are correct?","'जवा फूल' चावल के संबंध में निम्नलिखित कथनों पर विचार कीजिए:\n\n1. यह रायगढ़ के लैलूंगा क्षेत्र में पारंपरिक रूप से खेती की जाने वाली एक अत्यधिक सुगंधित जैविक चावल की किस्म है।\n\n2. इसकी प्रीमियम गुणवत्ता भौगोलिक रूप से क्षेत्र के गर्म दिनों और ठंडी रातों के कारण है।\n\n3. उच्च मांग का अनुभव करते हुए, इसे हाल ही में कारगिल और लद्दाख में निर्यात किया गया था।\n\nउपर्युक्त में से कौन-सा/से सही है/हैं?","1 and 2 only","केवल 1 और 2","2 and 3 only","केवल 2 और 3","1 and 3 only","केवल 1 और 3","1, 2 and 3","1, 2 और 3","4","All statements are thoroughly correct. The Java Phool organic rice from Lailunga (Raigarh) is fetching premium prices (Rs 150/kg) and crossing borders due to its distinct aroma and quality.","सभी कथन पूर्णतः सही हैं। लैलूंगा (रायगढ़) का जवा फूल जैविक चावल अपनी विशिष्ट सुगंध और गुणवत्ता के कारण प्रीमियम मूल्य (150 रुपये/किलोग्राम) प्राप्त कर रहा है और सीमाओं को पार कर रहा है।"
