Quiz Title: Mauryan & Satavahana Footprints in Chhattisgarh
क्विज़ शीर्षक: छत्तीसगढ़ में मौर्य एवं सातवाहन काल के साक्ष्य
Quiz Description: This quiz tests your knowledge of the epigraphical and numismatic footprints of the Mauryan and Satavahana empires in Chhattisgarh. It covers key discoveries like the Jogimara and Sitabengra caves, the Kirari wooden pillar, Gunji edicts, and punch-marked coins crucial for CGPSC Prelims.
क्विज़ विवरण: यह क्विज़ छत्तीसगढ़ में मौर्य और सातवाहन साम्राज्यों के पुरालेखीय और मुद्राशास्त्र संबंधी पदचिह्नों के आपके ज्ञान का परीक्षण करता है। इसमें जोगीमारा और सीताबेंगरा गुफाओं, किरारी काष्ठ स्तंभ, गुंजी शिलालेखों और सीजीपीएससी प्रारंभिक परीक्षा के लिए महत्वपूर्ण आहत सिक्कों जैसी प्रमुख खोजों को शामिल किया गया है।
Q(EN),Q(HI),OptA(EN),OptA(HI),OptB(EN),OptB(HI),OptC(EN),OptC(HI),OptD(EN),OptD(HI),Correct(1-4),Exp(EN),Exp(HI)
"An inscribed copper coin bearing the text 'Siri Sat', belonging to the Satavahana era, was discovered at which location in the Bemetara district?","सातवाहन युग से संबंधित 'सिरि सात' पाठ वाला एक उत्कीर्ण तांबे का सिक्का बेमेतरा जिले के किस स्थान पर खोजा गया था?","Balpur","बालपुर","Chakrabeda","चकरबेड़ा","Kotadol","कोटाडोल","Navagaon","नवागांव","4","A copper coin with the inscription 'Siri Sat' (Sirisat lekh yukt tamra sikka) from the Satavahana period was discovered in Navagaon, located in the Bemetara district.","सातवाहन काल का 'सिरि सात' शिलालेख वाला एक तांबे का सिक्का (सिरि सात लेख युक्त ताम्र सिक्का) बेमेतरा जिले में स्थित नवागांव में खोजा गया था।"
"According to historical sources, the Satavahana kings constructed a magnificent five-storied Sangharam at Gunji for which famous Buddhist monk?","ऐतिहासिक स्रोतों के अनुसार, सातवाहन राजाओं ने गुंजी में किस प्रसिद्ध बौद्ध भिक्षु के लिए एक शानदार पांच मंजिला संघाराम का निर्माण करवाया था?","Mahakashyap","महाकश्यप","Nagarjuna","नागार्जुन","Anand","आनंद","Buddharakhit","बुद्धरखित","2","At Gunji (Sakti district), the Satavahana rulers constructed a massive five-storied Sangharam (monastery) to serve as a residence for the renowned Buddhist monk and philosopher Nagarjuna.","गुंजी (सक्ती जिला) में, सातवाहन शासकों ने प्रसिद्ध बौद्ध भिक्षु और दार्शनिक नागार्जुन के निवास के रूप में काम करने के लिए एक विशाल पांच मंजिला संघाराम (मठ) का निर्माण करवाया था।"
"After the decline of the Satavahanas, which dynasty briefly ruled the Dakshin Kosal region, leaving behind coins of rulers like Shivamegh and Yamegh?","सातवाहनों के पतन के बाद, किस राजवंश ने कुछ समय के लिए दक्षिण कोसल क्षेत्र पर शासन किया, और शिवमेघ तथा यमेघ जैसे शासकों के सिक्के पीछे छोड़ गए?","Vakataka Dynasty","वाकाटक वंश","Mitra Dynasty","मित्र वंश","Megh Dynasty","मेघ वंश","Rajarshitulya Dynasty","राजर्षितुल्य वंश","3","Before the rise of the Guptas and after the Satavahanas, the Megh Dynasty likely ruled Dakshin Kosal. Coins of rulers like Maghshri, Yamegh, Shivamegh, and Vasantmegh have been found to corroborate this.","गुप्तों के उदय से पहले और सातवाहनों के बाद, संभवतः मेघ वंश ने दक्षिण कोसल पर शासन किया था। इसकी पुष्टि के लिए मघश्री, यमेघ, शिवमेघ और वसंतमेघ जैसे शासकों के सिक्के मिले हैं।"
"The coin bearing the Brahmi inscription 'Gamas Kosaliya', dating back to the 2nd-3rd century and found in Malhar, is associated with which dynasty?","मल्हार में पाया गया दूसरी-तीसरी शताब्दी का 'गामस कोसलीय' ब्राह्मी शिलालेख वाला सिक्का किस राजवंश से जुड़ा है?","Mitra Dynasty","मित्र वंश","Megh Dynasty","मेघ वंश","Shunga Dynasty","शुंग वंश","Satavahana Dynasty","सातवाहन वंश","1","The 'Gamas Kosaliya' inscribed coin in Brahmi script was found in the Malhar region and belongs to the 2nd-3rd century. It is associated with the Mitra Dynasty, who ruled Malhar as feudatories of the Satavahanas.","ब्राह्मी लिपि में 'गामस कोसलीय' उत्कीर्ण सिक्का मल्हार क्षेत्र में पाया गया था और यह दूसरी-तीसरी शताब्दी का है। यह मित्र वंश से जुड़ा है, जिन्होंने सातवाहनों के सामंतों के रूप में मल्हार पर शासन किया था।"
"A copper coin of the Shunga dynasty ruler 'Vasumitra' was discovered by Dr. R.N. Mishra at which archaeological site in Chhattisgarh?","शुंग वंश के शासक 'वसुमित्र' का एक तांबे का सिक्का डॉ. आर.एन. मिश्र द्वारा छत्तीसगढ़ के किस पुरातात्विक स्थल पर खोजा गया था?","Sirpur","सिरपुर","Arang","आरंग","Malhar","मल्हार","Balpur","बालपुर","3","While Mauryan and Satavahana artifacts are common, Malhar (Bilaspur) also uniquely yielded a copper coin of the Shunga dynasty ruler Vasumitra, adding to the site's rich numismatic history.","जबकि मौर्य और सातवाहन कलाकृतियां आम हैं, मल्हार (बिलासपुर) से विशेष रूप से शुंग वंश के शासक वसुमित्र का एक तांबे का सिक्का भी प्राप्त हुआ है, जो स्थल के समृद्ध मुद्राशास्त्र इतिहास को बढ़ाता है।"
"Assertion (A): The northern part of Chhattisgarh was definitely included in the Mauryan Empire.\n\nReason (R): Hiuen Tsang mentions the construction of Buddhist stupas by Ashoka here, and Mauryan punch-marked coins are found in the region.\n\nChoose the correct code:","कथन (A): छत्तीसगढ़ का उत्तरी भाग निश्चित रूप से मौर्य साम्राज्य में शामिल था।\n\nकारण (R): ह्वेनसांग ने यहाँ अशोक द्वारा बौद्ध स्तूपों के निर्माण का उल्लेख किया है, और इस क्षेत्र में मौर्यकालीन आहत सिक्के पाए जाते हैं।\n\nसही कूट चुनें:","Both A and R are true but R is NOT the correct explanation of A","A और R दोनों सत्य हैं लेकिन R, A की सही व्याख्या नहीं है","A is true but R is false","A सत्य है लेकिन R असत्य है","A is false but R is true","A असत्य है लेकिन R सत्य है","Both A and R are true and R is the correct explanation of A","A और R दोनों सत्य हैं और R, A की सही व्याख्या है","4","The assertion is correct as historians agree northern CG was under Mauryan rule. The reason is the perfect explanation, supported by Hiuen Tsang's Si-Yu-Ki detailing Ashokan stupas, and the discovery of punch-marked coins in Arang, Tarapur, etc.","इतिहासकारों की सहमति के अनुसार कथन सही है कि उत्तरी छ.ग. मौर्य शासन के अधीन था। कारण सही व्याख्या है, जो ह्वेनसांग की सी-यू-की में वर्णित अशोक के स्तूपों और आरंग, तारापुर आदि में मिले आहत सिक्कों की खोज से समर्थित है।"
"Match the Satavahana officials mentioned on the Kirari pillar with their respective duties:\n\nList-I\n(a) Mahanasika\n(b) Lekhharik\n(c) Ganak\n(d) Rathika\n\nList-II\n(i) Food Manager (Bhojnalay Prabandhak)\n(ii) Postman (Patravahak)\n(iii) Treasurer (Khajanchi)\n(iv) Charioteer (Sarathi)\n\nCodes:","किरारी स्तंभ पर वर्णित सातवाहन अधिकारियों को उनके संबंधित कर्तव्यों के साथ सुमेलित करें:\n\nसूची-I\n(a) महानसिका\n(b) लेखहारिक\n(c) गणक\n(d) रथिक\n\nसूची-II\n(i) भोजनालय प्रबंधक\n(ii) पत्रवाहक\n(iii) खजांची\n(iv) सारथी\n\nकूट:","(a)-(iv), (b)-(iii), (c)-(ii), (d)-(i)","(a)-(iv), (b)-(iii), (c)-(ii), (d)-(i)","(a)-(i), (b)-(ii), (c)-(iii), (d)-(iv)","(a)-(i), (b)-(ii), (c)-(iii), (d)-(iv)","(a)-(ii), (b)-(i), (c)-(iv), (d)-(iii)","(a)-(ii), (b)-(i), (c)-(iv), (d)-(iii)","(a)-(iii), (b)-(iv), (c)-(i), (d)-(ii)","(a)-(iii), (b)-(iv), (c)-(i), (d)-(ii)","2","According to the Kirari Kasht Stambh: Mahanasika managed the food/kitchen, Lekhharik acted as a postman, Ganak was the treasurer, and Rathika served as the charioteer.","किरारी काष्ठ स्तंभ के अनुसार: महानसिका भोजन/रसोई का प्रबंधन करता था, लेखहारिक एक पत्रवाहक के रूप में कार्य करता था, गणक खजांची था, और रथिक सारथी के रूप में कार्य करता था।"
"Consider the following statements regarding the Sitabengra cave:\n\n1. It is located in the Ramgarh hills of Surguja.\n2. It was discovered by Colonel Ouseley in 1848.\n3. It hosts a fair on the first day of Ashadha, associated with the Meghadutam text.\n\nChoose the correct answer:","सीताबेंगरा गुफा के संबंध में निम्नलिखित कथनों पर विचार करें:\n\n1. यह सरगुजा की रामगढ़ पहाड़ियों में स्थित है।\n2. इसकी खोज 1848 में कर्नल आउस्ले ने की थी।\n3. मेघदूतम् ग्रंथ से जुड़े होने के कारण यहाँ आषाढ़ के प्रथम दिन मेले का आयोजन होता है।\n\nसही उत्तर चुनें:","1 and 2","1 और 2","2 and 3","2 और 3","Only 1","केवल 1","1, 2 and 3","1, 2 और 3","4","All three statements are correct. Sitabengra is an ancient theatrical stage in the Ramgarh hills. Discovered by Col. Ouseley in 1848, it is famous for the Ashadha fair linked to Kalidasa's Meghadutam.","तीनों कथन सही हैं। सीताबेंगरा रामगढ़ पहाड़ियों में एक प्राचीन रंगमंच है। 1848 में कर्नल आउस्ले द्वारा खोजा गया, यह कालिदास के मेघदूतम् से जुड़े आषाढ़ मेले के लिए प्रसिद्ध है।"
"Which of the following places in the Raigarh district yielded Mauryan period punch-marked coins (Aahat Mudras)?","रायगढ़ जिले के निम्नलिखित में से किस स्थान से मौर्यकालीन आहत मुद्राएं प्राप्त हुई हैं?","Akaltara","अकलतरा","Thathari","ठठारी","Tarapur","तारापुर","Bar","बार","3","Tarapur is located in the Raigarh district and has yielded 15 Mauryan silver punch-marked coins. Akaltara is in Janjgir, Thathari in Sakti, and Bar is in Sarangarh.","तारापुर रायगढ़ जिले में स्थित है और यहाँ से मौर्यकाल के 15 चांदी के आहत सिक्के मिले हैं। अकलतरा जांजगीर में, ठठारी सक्ती में और बार सारंगढ़ में है।"
"A unique rectangular copper coin (Chatushkoniya Sikka) of the early Satavahana ruler Apilak was discovered at:","प्रारंभिक सातवाहन शासक अपीलक का एक अनूठा आयताकार तांबे का सिक्का (चतुष्कोणीय सिक्का) कहाँ खोजा गया था?","Malhar","मल्हार","Balpur","बालपुर","Kirari","किरारी","Gunji","गुंजी","2","King Apilak was an early Satavahana ruler whose numismatic presence is marked by a distinctive rectangular copper coin (Chatushkoniya Sikka) specifically discovered at Balpur in the Sakti district.","राजा अपीलक एक प्रारंभिक सातवाहन शासक थे, जिनकी मुद्रा संबंधी उपस्थिति सक्ती जिले के बालपुर में विशेष रूप से खोजे गए एक विशिष्ट आयताकार तांबे के सिक्के (चतुष्कोणीय सिक्का) द्वारा चिह्नित है।"
"A baked clay sealing (Mrunmudra) bearing the inscription 'Vedasiris', belonging to the Satavahana period, was found at:","सातवाहन काल की 'वेदसिरिस' शिलालेख वाली पकी मिट्टी की मुहर (मृणमुद्रा) कहाँ पाई गई थी?","Kirari","किरारी","Gunji","गुंजी","Budhikhar (Malhar)","बूढ़ीखार (मल्हार)","Balpur","बालपुर","3","Archaeological excavations at the Budhikhar site near Malhar yielded a baked clay sealing (Mrunmudra) belonging to the Satavahana era, which bears the inscription 'Vedasiris'.","मल्हार के पास बूढ़ीखार स्थल पर पुरातात्विक उत्खनन से सातवाहन युग की पकी मिट्टी की मुहर (मृणमुद्रा) मिली, जिस पर 'वेदसिरिस' अंकित है।"
"The Gunji rock edict of the Satavahana period is historically associated with which ancient Tirth mentioned in the Mahabharata?","सातवाहन काल का गुंजी शिलालेख ऐतिहासिक रूप से महाभारत में वर्णित किस प्राचीन तीर्थ से जुड़ा है?","Rishabh Tirth","ऋषभ तीर्थ","Panchapsar Tirth","पंचाप्सर तीर्थ","Kedar Tirth","केदार तीर्थ","Sita Kund","सीता कुंड","1","The Gunji site, located in the Sakti district along the Damaudarha nullah, is historically recognized as the ancient 'Rishabh Tirth'. A temple dedicated to Jain Tirthankara Rishabhdev is also located here.","सक्ती जिले में दमऊदहरा नाले के किनारे स्थित गुंजी स्थल को ऐतिहासिक रूप से प्राचीन 'ऋषभ तीर्थ' के रूप में मान्यता प्राप्त है। जैन तीर्थंकर ऋषभदेव को समर्पित एक मंदिर भी यहाँ स्थित है।"
"The first detailed study of the Kirari Wooden Pillar was published in the 'Epigraphia Indica' (1925-26) by which renowned archaeologist?","किरारी काष्ठ स्तंभ का पहला विस्तृत अध्ययन 'एपिग्राफिया इंडिका' (1925-26) में किस प्रसिद्ध पुरातत्वविद् द्वारा प्रकाशित किया गया था?","Dr. Ramendranath Mishra","डॉ. रमेन्द्रनाथ मिश्र","Lochan Prasad Pandey","लोचन प्रसाद पांडेय","John Marshall","जॉन मार्शल","Hiranand Shastri","हीरानंद शास्त्री","4","After initial treatment by Lochan Prasad Pandey and John Marshall, the first comprehensive academic study of the Kirari Kasht Stambh was published by Hiranand Shastri in the 18th volume of Epigraphia Indica (1925-26).","लोचन प्रसाद पांडेय और जॉन मार्शल द्वारा प्रारंभिक उपचार के बाद, किरारी काष्ठ स्तंभ का पहला व्यापक शैक्षणिक अध्ययन हीरानंद शास्त्री द्वारा एपिग्राफिया इंडिका (1925-26) के 18वें खंड में प्रकाशित किया गया था।"
