National and International Current Affairs (January 2026)
राष्ट्रीय और अंतर्राष्ट्रीय समसामयिकी (जनवरी 2026)
This advanced quiz tests your analytical understanding of key national and international current affairs from January 2026. Designed strictly for CGPSC Prelims, it challenges candidates through multi-statement, matched, and conceptual questions covering geopolitics, defence, economy, and national appointments.
यह उन्नत क्विज़ जनवरी 2026 के प्रमुख राष्ट्रीय और अंतर्राष्ट्रीय समसामयिक मामलों की आपकी विश्लेषणात्मक समझ का परीक्षण करता है। सीजीपीएससी प्रारंभिक परीक्षा के लिए विशेष रूप से डिज़ाइन किया गया यह क्विज़ भू-राजनीति, रक्षा, अर्थव्यवस्था और राष्ट्रीय नियुक्तियों को कवर करते हुए बहु-कथन, सुमेलित और वैचारिक प्रश्नों के माध्यम से उम्मीदवारों को चुनौती देता है।
Q(EN),Q(HI),OptA(EN),OptA(HI),OptB(EN),OptB(HI),OptC(EN),OptC(HI),OptD(EN),OptD(HI),Correct(1-4),Exp(EN),Exp(HI)
"Which European nation formally acceded to the India-led Indo-Pacific Oceans Initiative (IPOI) in January 2026, joining its non-treaty, voluntary cooperative framework?","किस यूरोपीय राष्ट्र ने जनवरी 2026 में औपचारिक रूप से भारत के नेतृत्व वाली इंडो-पैसिफिक ओशन्स इनिशिएटिव (IPOI) में शामिल होकर इसके गैर-संधि, स्वैच्छिक सहकारी ढांचे को अपनाया?","France","फ्रांस","Germany","जर्मनी","Spain","स्पेन","Italy","इटली",3,"Spain formally joined the Indo-Pacific Oceans Initiative (IPOI) in January 2026. The IPOI was proposed by India at the East Asia Summit in 2019 to promote an open, secure, and stable maritime domain.","स्पेन जनवरी 2026 में औपचारिक रूप से इंडो-पैसिफिक ओशन्स इनिशिएटिव (IPOI) में शामिल हो गया। IPOI का प्रस्ताव भारत द्वारा 2019 में पूर्वी एशिया शिखर सम्मेलन में एक खुले और सुरक्षित समुद्री डोमेन को बढ़ावा देने के लिए दिया गया था।"
"The Centre for Development of Telematics (C-DOT) was awarded the 104th SKOCH Award in January 2026 for developing which of the following indigenous systems?","सेंटर फॉर डेवलपमेंट ऑफ टेलीमैटिक्स (C-DOT) को जनवरी 2026 में निम्नलिखित में से किस स्वदेशी प्रणाली को विकसित करने के लिए 104वें स्कॉच (SKOCH) पुरस्कार से सम्मानित किया गया?","5G Open RAN architecture","5G ओपन रैन (RAN) आर्किटेक्चर","Emergency Alert platform for disaster management","आपदा प्रबंधन के लिए आपातकालीन चेतावनी (Emergency Alert) प्लेटफॉर्म","Quantum Key Distribution (QKD) network","क्वांटम कुंजी वितरण (QKD) नेटवर्क","AI-based deepfake detection tool","एआई-आधारित डीपफेक डिटेक्शन टूल",2,"C-DOT received the SKOCH Award for developing a robust, indigenous Emergency Alert platform used by the NDMA to disseminate real-time life-saving alerts during natural disasters without requiring a SIM-based connection.","प्राकृतिक आपदाओं के दौरान सिम-आधारित कनेक्शन की आवश्यकता के बिना वास्तविक समय में जीवन रक्षक अलर्ट प्रसारित करने के लिए एनडीएमए द्वारा उपयोग किए जाने वाले एक मजबूत, स्वदेशी आपातकालीन अलर्ट प्लेटफॉर्म को विकसित करने के लिए सी-डॉट को यह पुरस्कार मिला।"
"The Union Cabinet has recently approved the continuation of the Atal Pension Yojana (APY). Under this extension, the scheme will remain valid until which financial year?","केंद्रीय मंत्रिमंडल ने हाल ही में अटल पेंशन योजना (APY) को जारी रखने की मंजूरी दी है। इस विस्तार के तहत, यह योजना किस वित्तीय वर्ष तक वैध रहेगी?","2027-28","2027-28","2028-29","2028-29","2029-30","2029-30","2030-31","2030-31",4,"The Union Cabinet extended the Atal Pension Yojana (APY) till the financial year 2030-31. Launched in 2015, the scheme provides a guaranteed minimum monthly pension of ₹1,000 to ₹5,000 for unorganized sector workers after age 60.","केंद्रीय मंत्रिमंडल ने अटल पेंशन योजना (APY) को वित्तीय वर्ष 2030-31 तक बढ़ा दिया। 2015 में शुरू की गई यह योजना असंगठित क्षेत्र के श्रमिकों को 60 वर्ष की आयु के बाद ₹1,000 से ₹5,000 की गारंटीकृत न्यूनतम मासिक पेंशन प्रदान करती है।"
"The 'PANCHAM' digital chatbot, launched in January 2026, is a collaborative initiative between the Government of India and which international organization?","जनवरी 2026 में लॉन्च किया गया 'पंचम' (PANCHAM) डिजिटल चैटबॉट, भारत सरकार और किस अंतरराष्ट्रीय संगठन के बीच एक सहयोगी पहल है?","World Bank","विश्व बैंक","UNESCO","यूनेस्को (UNESCO)","UNICEF","यूनिसेफ (UNICEF)","UNDP","यूएनडीपी (UNDP)",3,"PANCHAM (Panchayat Assistance and Messaging Chatbot) was launched by the Ministry of Panchayati Raj in collaboration with UNICEF. It serves as a digital companion for Panchayat functionaries to streamline local governance.","पंचम (पंचायत सहायता और मैसेजिंग चैटबॉट) पंचायती राज मंत्रालय द्वारा यूनिसेफ के सहयोग से लॉन्च किया गया था। यह स्थानीय शासन को सुव्यवस्थित करने के लिए पंचायत पदाधिकारियों के लिए एक डिजिटल साथी के रूप में कार्य करता है।"
"Consider the following statements regarding the 'Suryastra' long-range rocket system:\n\n1. It is a universal multi-caliber rocket launcher system capable of surface-to-surface strikes.\n\n2. It is being developed in collaboration with Russia.\n\n3. The system possesses a strike range of 150 km to 300 km.\n\nChoose the correct answer:","'सूर्यास्त्र' लंबी दूरी के रॉकेट सिस्टम के संबंध में निम्नलिखित कथनों पर विचार करें:\n\n1. यह एक यूनिवर्सल मल्टी-कैलिबर रॉकेट लॉन्चर सिस्टम है जो सतह-से-सतह पर हमला करने में सक्षम है।\n\n2. इसे रूस के सहयोग से विकसित किया जा रहा है।\n\n3. इस प्रणाली की मारक क्षमता 150 किमी से 300 किमी है।\n\nसही उत्तर चुनें:","1 and 2 only","केवल 1 और 2","1 and 3 only","केवल 1 और 3","2 and 3 only","केवल 2 और 3","1, 2 and 3","1, 2 और 3",2,"Statements 1 and 3 are correct. Statement 2 is incorrect because the Suryastra system is being developed by NIBE Ltd in collaboration with Israel's Elbit Systems, not Russia.","कथन 1 और 3 सही हैं। कथन 2 गलत है क्योंकि सूर्यास्त्र प्रणाली एनआईबीई लिमिटेड (NIBE Ltd) द्वारा इज़राइल के एल्बिट सिस्टम्स (Elbit Systems) के सहयोग से विकसित की जा रही है, न कि रूस के सहयोग से।"
"President Droupadi Murmu recently undertook a sea sortie on INS Vagsheer at the Karwar Naval Base. INS Vagsheer is the sixth and final submarine of which class under Project 75?","राष्ट्रपति द्रौपदी मुर्मू ने हाल ही में कारवार नौसेना बेस पर INS वाग्शीर (Vagsheer) में समुद्री यात्रा की। INS वाग्शीर प्रोजेक्ट 75 के तहत किस श्रेणी की छठी और अंतिम पनडुब्बी है?","Arihant class","अरिहंत श्रेणी","Shishumar class","शिशुमार श्रेणी","Kalvari class","कलवरी श्रेणी","Sindhughosh class","सिंधुघोष श्रेणी",3,"INS Vagsheer is the sixth and final Kalvari-class (Scorpene design) diesel-electric attack submarine built under Project 75 by Mazagon Dock Shipbuilders Limited (MDL).","INS वाग्शीर मजगांव डॉक शिपबिल्डर्स लिमिटेड (MDL) द्वारा प्रोजेक्ट 75 के तहत निर्मित छठी और अंतिम कलवरी-श्रेणी (स्कॉर्पीन डिजाइन) की डीजल-इलेक्ट्रिक अटैक पनडुब्बी है।"
"India assumed the Chairmanship of the Kimberley Process (KP) for the year 2026. The primary objective of the Kimberley Process is to:","भारत ने वर्ष 2026 के लिए किम्बरले प्रोसेस (KP) की अध्यक्षता ग्रहण की। किम्बरले प्रोसेस का प्राथमिक उद्देश्य क्या है?","Eliminate the flow of conflict diamonds in global trade.","वैश्विक व्यापार में 'संघर्ष वाले हीरों' (conflict diamonds) के प्रवाह को खत्म करना।","Regulate the deep-sea mining of rare earth elements.","दुर्लभ पृथ्वी तत्वों (rare earth elements) के गहरे समुद्र में खनन को विनियमित करना।","Monitor the cross-border movement of hazardous electronic waste.","खतरनाक इलेक्ट्रॉनिक कचरे की सीमा पार आवाजाही की निगरानी करना।","Ensure equitable access to marine genetic resources in the High Seas.","उच्च समुद्रों में समुद्री आनुवंशिक संसाधनों तक समान पहुंच सुनिश्चित करना।",1,"The Kimberley Process Certification Scheme (KPCS), established in 2003, is an international mechanism aimed at preventing ""conflict diamonds"" (or blood diamonds) from entering the mainstream rough diamond market. India is the Chair for 2026.","2003 में स्थापित किम्बरले प्रोसेस सर्टिफिकेशन स्कीम (KPCS), ""कनफ्लिक्ट डायमंड्स"" (या ब्लड डायमंड्स) को मुख्यधारा के कच्चे हीरे के बाजार में प्रवेश करने से रोकने के उद्देश्य से एक अंतरराष्ट्रीय तंत्र है। 2026 के लिए भारत इसका अध्यक्ष है।"
"Which state police secured the top rank in the Inter-operable Criminal Justice System (ICJS) 2.0 national rankings released by the NCRB in January 2026?","जनवरी 2026 में NCRB द्वारा जारी इंटर-ऑपरेबल क्रिमिनल जस्टिस सिस्टम (ICJS) 2.0 राष्ट्रीय रैंकिंग में किस राज्य की पुलिस ने शीर्ष स्थान प्राप्त किया?","Haryana","हरियाणा","Assam","असम","Uttarakhand","उत्तराखंड","Gujarat","गुजरात",3,"Uttarakhand Police secured the top position in the ICJS 2.0 national rankings, demonstrating excellence in digital policing and systems integration. Haryana and Assam secured the second and third spots respectively.","डिजिटल पुलिसिंग और सिस्टम एकीकरण में उत्कृष्टता का प्रदर्शन करते हुए उत्तराखंड पुलिस ने ICJS 2.0 राष्ट्रीय रैंकिंग में शीर्ष स्थान प्राप्त किया। हरियाणा और असम ने क्रमशः दूसरा और तीसरा स्थान हासिल किया।"
"Who made history at the 77th Republic Day Parade (2026) by becoming the first female officer to command an all-male CRPF marching contingent on the Kartavya Path?","77वें गणतंत्र दिवस परेड (2026) में कर्तव्य पथ पर सभी-पुरुष CRPF मार्चिंग टुकड़ी की कमान संभालने वाली पहली महिला अधिकारी बनकर किसने इतिहास रचा?","Swati Shanta Kumar","स्वाति शांता कुमार","Simran Bala","सिमरन बाला","Sita Ashok Shelke","सीता अशोक शेलके","Akshita Dhankar","अक्षिता धनखड़",2,"Assistant Commandant Simran Bala, hailing from Rajouri, Jammu and Kashmir, became the first female officer to lead an all-male CRPF marching contingent at the 77th Republic Day parade.","जम्मू-कश्मीर के राजौरी की रहने वाली असिस्टेंट कमांडेंट सिमरन बाला 77वें गणतंत्र दिवस परेड में सभी-पुरुष सीआरपीएफ मार्चिंग टुकड़ी का नेतृत्व करने वाली पहली महिला अधिकारी बनीं।"
"The 'Sahasralingam', described as the world's largest black granite Shivling, was recently installed in the under-construction Viraat Ramayan Mandir. Where is this temple located?","'सहस्रलिंगम', जिसे दुनिया का सबसे बड़ा काले ग्रेनाइट का शिवलिंग बताया गया है, हाल ही में निर्माणाधीन विराट रामायण मंदिर में स्थापित किया गया। यह मंदिर कहाँ स्थित है?","Ayodhya, Uttar Pradesh","अयोध्या, उत्तर प्रदेश","Motihari, Bihar","मोतिहारी, बिहार","Ujjain, Madhya Pradesh","उज्जैन, मध्य प्रदेश","Kanchipuram, Tamil Nadu","कांचीपुरम, तमिलनाडु",2,"The world's largest Shivling was installed at the Viraat Ramayan Mandir in Motihari (East Champaran district), Bihar. The Shivling was crafted in Tamil Nadu and the temple is slated for completion by 2030.","दुनिया का सबसे बड़ा शिवलिंग मोतिहारी (पूर्वी चंपारण जिले), बिहार में विराट रामायण मंदिर में स्थापित किया गया। यह शिवलिंग तमिलनाडु में तैयार किया गया था और मंदिर के 2030 तक पूरा होने की उम्मीद है।"
"In January 2026, the world's second National Environmental Standard Laboratory was established in India to accurately calibrate air and environmental pollution metrics. At which institution is it located?","जनवरी 2026 में, वायु और पर्यावरण प्रदूषण मेट्रिक्स को सटीक रूप से कैलिब्रेट करने के लिए दुनिया की दूसरी राष्ट्रीय पर्यावरण मानक प्रयोगशाला (National Environmental Standard Laboratory) भारत में स्थापित की गई। यह किस संस्थान में स्थित है?","CSIR-National Physical Laboratory, New Delhi","CSIR-राष्ट्रीय भौतिक प्रयोगशाला (NPL), नई दिल्ली","CSIR-National Environmental Engineering Research Institute, Nagpur","CSIR-राष्ट्रीय पर्यावरण इंजीनियरिंग अनुसंधान संस्थान (NEERI), नागपुर","Indian Institute of Tropical Meteorology, Pune","भारतीय उष्णकटिबंधीय मौसम विज्ञान संस्थान (IITM), पुणे","Indian Institute of Science, Bengaluru","भारतीय विज्ञान संस्थान (IISc), बेंगलुरु",1,"The world's second National Environmental Standard Laboratory was inaugurated at the CSIR-National Physical Laboratory (NPL) in New Delhi. The first such facility is located in the UK.","दुनिया की दूसरी राष्ट्रीय पर्यावरण मानक प्रयोगशाला का उद्घाटन नई दिल्ली में CSIR-राष्ट्रीय भौतिक प्रयोगशाला (NPL) में किया गया। ऐसी पहली सुविधा यूके में स्थित है।"
"Which state government launched the 'Ame Padhiba Aama Bhashare' scheme in January 2026 to promote early childhood education (ages 3 to 6) in their mother tongue?","किस राज्य सरकार ने जनवरी 2026 में मातृभाषा में प्रारंभिक बचपन की शिक्षा (3 से 6 वर्ष की आयु) को बढ़ावा देने के लिए 'आमे पढ़िबा आमा भाषरे' (Ame Padhiba Aama Bhashare) योजना शुरू की?","West Bengal","पश्चिम बंगाल","Assam","असम","Odisha","ओडिशा","Karnataka","कर्नाटक",3,"The Odisha government launched the 'Ame Padhiba Aama Bhashare' (We will study in our own language) scheme. It is a 5-year initiative aimed at promoting early childhood education in the native Odia language.","ओडिशा सरकार ने 'आमे पढ़िबा आमा भाषरे' (हम अपनी भाषा में पढ़ेंगे) योजना शुरू की। यह 5 वर्षीय पहल है जिसका उद्देश्य मूल उड़िया भाषा में प्रारंभिक बचपन की शिक्षा को बढ़ावा देना है।"
"The famous 'Ponduru Khadi', which was recently granted a Geographical Indication (GI) tag in favor of KVIC, belongs to which state?","प्रसिद्ध 'पोनडुरु खादी' (Ponduru Khadi), जिसे हाल ही में KVIC के पक्ष में भौगोलिक संकेत (GI) टैग दिया गया, किस राज्य से संबंधित है?","Telangana","तेलंगाना","Andhra Pradesh","आंध्र प्रदेश","Tamil Nadu","तमिलनाडु","Kerala","केरल",2,"Ponduru Khadi, a handspun and handwoven cotton fabric praised by Mahatma Gandhi, originates from the Srikakulam district of Andhra Pradesh.","पोनडुरु खादी, एक हाथ से काता और बुना हुआ सूती कपड़ा है जिसकी प्रशंसा महात्मा गांधी ने भी की थी, यह आंध्र प्रदेश के श्रीकाकुलम जिले से उत्पन्न होता है।"
