Quiz Title (English)
Swaraj Party, Khadi & Constructive Work in CG

Quiz Title (Hindi)
स्वराज पार्टी, खादी और रचनात्मक कार्य (छत्तीसगढ़)

Quiz Description (English)
Test your knowledge on the constructive programs during the Non-Cooperation Movement in Chhattisgarh, including the promotion of Khadi, the establishment of National Schools and Ashrams, and the electoral achievements of the Swaraj Party.

Quiz Description (Hindi)
छत्तीसगढ़ में असहयोग आंदोलन के दौरान रचनात्मक कार्यक्रमों, खादी के प्रचार-प्रसार, राष्ट्रीय विद्यालयों और आश्रमों की स्थापना, तथा स्वराज पार्टी की चुनावी उपलब्धियों पर अपने ज्ञान का परीक्षण करें।

"Q(EN)","Q(HI)","OptA(EN)","OptA(HI)","OptB(EN)","OptB(HI)","OptC(EN)","OptC(HI)","OptD(EN)","OptD(HI)","Correct(1-4)","Exp(EN)","Exp(HI)"
"Who among the following local leaders significantly promoted the spinning wheel (Charkha) in the Ratanpur area during the Khadi movement?","निम्नलिखित में से किस स्थानीय नेता ने खादी आंदोलन के दौरान रतनपुर क्षेत्र में चरखे को महत्वपूर्ण रूप से बढ़ावा दिया?","Pt. Raghunath Mishra","पं. रघुनाथ मिश्र","Ramdayal Tiwari","रामदयाल तिवारी","C.M. Thakkar","सी.एम. ठक्कर","Treyambak Rao","त्र्यंबक राव",1,"Pt. Raghunath Mishra actively promoted the spinning wheel and Khadi in the Ratanpur area during the constructive phase of the Non-Cooperation Movement.","पं. रघुनाथ मिश्र ने असहयोग आंदोलन के रचनात्मक चरण के दौरान रतनपुर क्षेत्र में चरखे और खादी को सक्रिय रूप से बढ़ावा दिया।"
"The National School in Raipur was established on 5th February 1921. Who served as the President (Principal/Headmaster) of this school?","रायपुर में राष्ट्रीय विद्यालय की स्थापना 5 फरवरी 1921 को हुई थी। इस विद्यालय के अध्यक्ष (प्रधानाध्यापक) के रूप में किसने कार्य किया?","Vamanrao Lakhe","वामनराव लाखे","Ramnarayan Tiwari","रामनारायण तिवारी","Pt. Ravishankar Shukla","पं. रविशंकर शुक्ल","Madhavrao Sapre","माधवराव सप्रे",2,"While Vamanrao Lakhe was the Controller Committee Minister, Ramnarayan Tiwari (an advocate from Dhamtari) was appointed as the President/Headmaster of the Raipur National School.","हालाँकि वामनराव लाखे नियंत्रक समिति के मंत्री थे, रामनारायण तिवारी (धमतरी के एक वकील) को रायपुर राष्ट्रीय विद्यालय का अध्यक्ष/प्रधानाध्यापक नियुक्त किया गया था।"
"Which trio of individuals provided the building for the establishment of the National School in Raipur in 1921?","रायपुर में 1921 में राष्ट्रीय विद्यालय की स्थापना के लिए किन तीन व्यक्तियों ने भवन उपलब्ध कराया था?","Gopi Kishan, Bal Kishan, Ram Kishan","गोपी किशन, बाल किशन, राम किशन","Natthuji Jagtap, Narayanrao Meghawale, Babu Chhotelal","नत्थूजी जगताप, नारायणराव मेघावाले, बाबू छोटेलाल","Seth Jamnalal, Maulana Qutubuddin, Shaukat Ali","सेठ जमनालाल, मौलाना कुतुबुद्दीन, शौकत अली","Shivdas Daga, Vamanrao Lakhe, Madhavrao Sapre","शिवदास डागा, वामनराव लाखे, माधवराव सप्रे",1,"The building for the Raipur National School was generously provided by the trio: Gopi Kishan, Bal Kishan, and Ram Kishan.","रायपुर राष्ट्रीय विद्यालय के लिए भवन गोपी किशन, बाल किशन और राम किशन की त्रयी द्वारा उदारतापूर्वक प्रदान किया गया था।"
"The National School in Dhamtari (July 1921) was established in the house of Babu Chhotelal Shrivastava. Who was appointed as its Principal?","धमतरी में राष्ट्रीय विद्यालय (जुलाई 1921) बाबू छोटेलाल श्रीवास्तव के घर पर स्थापित किया गया था। इसका प्रधानाचार्य किसे नियुक्त किया गया था?","Pt. Sundarlal Sharma","पं. सुंदरलाल शर्मा","Narayanrao Meghawale","नारायणराव मेघावाले","Azijurrahman","अजीजुर्रहमान","Ramnarayan Tiwari","रामनारायण तिवारी",3,"Azijurrahman was appointed as the Principal of the National School in Dhamtari, with Thakur Pyarelal Singh and others extending support.","अजीजुर्रहमान को धमतरी में राष्ट्रीय विद्यालय का प्रधानाचार्य नियुक्त किया गया था, जिसमें ठाकुर प्यारेलाल सिंह और अन्य लोगों ने सहयोग दिया था।"
"Match the National Schools established in 1921 with their respective Principals/Founders:\n\nList-I (Location)\n(a) Bilaspur\n(b) Rajnandgaon\n(c) Raipur\n(d) Dhamtari\n\nList-II (Principal/Key Associate)\n(i) Pt. Shivdulare Mishra\n(ii) Ramnarayan Tiwari\n(iii) Azijurrahman\n(iv) Padumlal Punnalal Bakshi\n\nCodes:","1921 में स्थापित राष्ट्रीय विद्यालयों को उनके संबंधित प्राचार्यों/संस्थापकों के साथ सुमेलित कीजिए:\n\nसूची-I (स्थान)\n(a) बिलासपुर\n(b) राजनांदगांव\n(c) रायपुर\n(d) धमतरी\n\nसूची-II (प्राचार्य/प्रमुख सहयोगी)\n(i) पं. शिवदुलारे मिश्र\n(ii) रामनारायण तिवारी\n(iii) अजीजुर्रहमान\n(iv) पदुमलाल पुन्नालाल बख्शी\n\nकूट:","a-i, b-iv, c-ii, d-iii","a-i, b-iv, c-ii, d-iii","a-iv, b-i, c-iii, d-ii","a-iv, b-i, c-iii, d-ii","a-i, b-iv, c-iii, d-ii","a-i, b-iv, c-iii, d-ii","a-ii, b-iii, c-i, d-iv","a-ii, b-iii, c-i, d-iv",1,"Bilaspur (Pt. Shivdulare Mishra), Rajnandgaon (Padumlal Punnalal Bakshi), Raipur (Ramnarayan Tiwari), and Dhamtari (Azijurrahman).","बिलासपुर (पं. शिवदुलारे मिश्र), राजनांदगांव (पदुमलाल पुन्नालाल बख्शी), रायपुर (रामनारायण तिवारी), और धमतरी (अजीजुर्रहमान)।"
"The 'Satyagraha Ashram' in Raipur, established on 7th February 1921 to train Satyagrahis, was founded by whom?","सत्याग्रहियों को प्रशिक्षित करने के लिए 7 फरवरी 1921 को रायपुर में स्थापित 'सत्याग्रह आश्रम' की स्थापना किसके द्वारा की गई थी?","Thakur Pyarelal Singh","ठाकुर प्यारेलाल सिंह","Vamanrao Lakhe","वामनराव लाखे","Pt. Sundarlal Sharma","पं. सुंदरलाल शर्मा","Pt. Ravishankar Shukla","पं. रविशंकर शुक्ल",3,"Pt. Sundarlal Sharma established the Satyagraha Ashram in Raipur on 7th February 1921 to provide discipline and training to volunteers (Satyagrahis).","पं. सुंदरलाल शर्मा ने स्वयंसेवकों (सत्याग्रहियों) को अनुशासन और प्रशिक्षण प्रदान करने के लिए 7 फरवरी 1921 को रायपुर में सत्याग्रह आश्रम की स्थापना की थी।"
"Which two leaders jointly established the 'Khadi Ashram' in Raipur in 1921?","1921 में रायपुर में किन दो नेताओं ने संयुक्त रूप से 'खादी आश्रम' की स्थापना की थी?","Pt. Sundarlal Sharma and Narayanrao Meghawale","पं. सुंदरलाल शर्मा और नारायणराव मेघावाले","Thakur Pyarelal and Vamanrao Lakhe","ठाकुर प्यारेलाल और वामनराव लाखे","Pt. Ravishankar Shukla and Shivdas Daga","पं. रविशंकर शुक्ल और शिवदास डागा","E. Raghavendra Rao and Barrister Chhedilal","ई. राघवेंद्र राव और बैरिस्टर छेदीलाल",2,"The Khadi Ashram in Raipur was established in 1921 jointly by Thakur Pyarelal Singh and Vamanrao Lakhe to boost Khadi production and promotion.","रायपुर में खादी आश्रम की स्थापना 1921 में ठाकुर प्यारेलाल सिंह और वामनराव लाखे द्वारा संयुक्त रूप से खादी उत्पादन और प्रचार को बढ़ावा देने के लिए की गई थी।"
"Which of the following individuals was NOT a member/trainee at the Satyagraha Ashram established in Raipur?","निम्नलिखित में से कौन रायपुर में स्थापित सत्याग्रह आश्रम का सदस्य/प्रशिक्षु नहीं था?","Shobharam Dewangan","शोभाराम देवांगन","Vishambhar Patel","विशंभर पटेल","Shyamlal Som","श्यामलाल सोम","E. Raghavendra Rao","ई. राघवेंद्र राव",4,"E. Raghavendra Rao was a prominent lawyer and Swaraj Party leader from Bilaspur, not a trainee at the Raipur Satyagraha Ashram. The others were active trainees.","ई. राघवेंद्र राव बिलासपुर के एक प्रमुख वकील और स्वराज पार्टी के नेता थे, रायपुर सत्याग्रह आश्रम के प्रशिक्षु नहीं। अन्य सभी सक्रिय प्रशिक्षु थे।"
"Assertion (A): After the death of C.R. Das in 1925, the Swaraj Party split in Chhattisgarh.\n\nReason (R): E. Raghavendra Rao had strong ideological differences and subsequently formed the Independent Congress Party.\n\nCodes:","कथन (A): 1925 में सी.आर. दास की मृत्यु के बाद, छत्तीसगढ़ में स्वराज पार्टी का विभाजन हो गया।\n\nकारण (R): ई. राघवेंद्र राव के मजबूत वैचारिक मतभेद थे और इसके बाद उन्होंने स्वतंत्र कांग्रेस पार्टी का गठन किया।\n\nकूट:","Both A and R are true and R explains A","A और R दोनों सही हैं और R, A की सही व्याख्या करता है","Both A and R are true but R does not explain A","A और R दोनों सही हैं लेकिन R, A की सही व्याख्या नहीं करता है","A is true but R is false","A सही है लेकिन R गलत है","A is false but R is true","A गलत है लेकिन R सही है",1,"The death of C.R. Das triggered a split in the Swaraj Party across India and in Chhattisgarh, leading E. Raghavendra Rao to form the Independent Congress Party due to internal differences.","सी.आर. दास की मृत्यु ने पूरे भारत और छत्तीसगढ़ में स्वराज पार्टी में विभाजन को जन्म दिया, जिसके कारण ई. राघवेंद्र राव ने आंतरिक मतभेदों के कारण स्वतंत्र कांग्रेस पार्टी का गठन किया।"
"In the Central Province Government, who among the following leaders from Chhattisgarh served as the Education Minister in 1926 and later as Chief Minister in 1928?","मध्य प्रांत सरकार में, छत्तीसगढ़ के निम्नलिखित नेताओं में से किसने 1926 में शिक्षा मंत्री और बाद में 1928 में मुख्यमंत्री के रूप में कार्य किया?","Pt. Ravishankar Shukla","पं. रविशंकर शुक्ल","E. Raghavendra Rao","ई. राघवेंद्र राव","Ghanshyam Singh Gupta","घनश्याम सिंह गुप्त","Thakur Chhedilal","ठाकुर छेदीलाल",2,"After winning the 1926 elections, E. Raghavendra Rao (Rao Saheb) was made the Education Minister in 1926 and briefly served as the Chief Minister of the Central Provinces in 1928.","1926 के चुनाव जीतने के बाद, ई. राघवेंद्र राव (राव साहब) को 1926 में शिक्षा मंत्री बनाया गया और 1928 में उन्होंने कुछ समय के लिए मध्य प्रांत के मुख्यमंत्री के रूप में कार्य किया।"
"Which of the following leaders was NOT elected to the Legislative Council of the Central Provinces as a Swaraj Party candidate during the 1924-26 period?","निम्नलिखित में से कौन सा नेता 1924-26 की अवधि के दौरान स्वराज पार्टी के उम्मीदवार के रूप में मध्य प्रांत की विधान परिषद के लिए नहीं चुना गया था?","Pt. Ravishankar Shukla","पं. रविशंकर शुक्ल","Ghanshyam Singh Gupta","घनश्याम सिंह गुप्त","Thakur Chhedilal","ठाकुर छेदीलाल","Vamanrao Lakhe","वामनराव लाखे",4,"Pt. Ravishankar Shukla, Ghanshyam Singh Gupta, E. Raghavendra Rao, and Thakur Chhedilal were the elected members from Chhattisgarh. Vamanrao Lakhe was not elected on a Swaraj ticket during this term.","पं. रविशंकर शुक्ल, घनश्याम सिंह गुप्त, ई. राघवेंद्र राव और ठाकुर छेदीलाल छत्तीसगढ़ से निर्वाचित सदस्य थे। वामनराव लाखे इस कार्यकाल के दौरान स्वराज पार्टी के टिकट पर नहीं चुने गए थे।"
"From what exact dates was 'Khadi Week' celebrated in Chhattisgarh during the Non-Cooperation Movement in 1921?","असहयोग आंदोलन के दौरान 1921 में छत्तीसगढ़ में 'खादी सप्ताह' किन सटीक तिथियों पर मनाया गया था?","1-7 August","1-7 अगस्त","7-15 October","7-15 अक्टूबर","2-8 November","2-8 नवंबर","20-27 December","20-27 दिसंबर",2,"Khadi Week was celebrated in Raipur (Ravanbhata) and Bilaspur from 7th to 15th October 1921, emphasizing the boycott of foreign clothes.","विदेशी कपड़ों के बहिष्कार पर जोर देते हुए 7 से 15 अक्टूबर 1921 तक रायपुर (रावणभाटा) और बिलासपुर में खादी सप्ताह मनाया गया था।"
"Who was the Controller Committee Minister for the administration of the National School established in Raipur in 1921?","1921 में रायपुर में स्थापित राष्ट्रीय विद्यालय के प्रशासन के लिए नियंत्रक समिति के मंत्री (Controller Committee Minister) कौन थे?","Vamanrao Lakhe","वामनराव लाखे","Ramnarayan Tiwari","रामनारायण तिवारी","Pt. Ravishankar Shukla","पं. रविशंकर शुक्ल","Madhavrao Sapre","माधवराव सप्रे",1,"Vamanrao Lakhe served as the Controller Committee Minister, taking charge of the administrative and financial management of the Raipur National School.","वामनराव लाखे ने नियंत्रक समिति के मंत्री के रूप में कार्य किया, जिन्होंने रायपुर राष्ट्रीय विद्यालय के प्रशासनिक और वित्तीय प्रबंधन का प्रभार संभाला।"
"Consider the following sequence of events in Chhattisgarh:\n\n1. Formation of Swaraj Party\n2. Establishment of Satyagraha Ashram\n3. Split of Swaraj Party and formation of Independent Congress Party\n\nWhat is the correct chronological order?","छत्तीसगढ़ में घटनाओं के निम्नलिखित क्रम पर विचार कीजिए:\n\n1. स्वराज पार्टी का गठन\n2. सत्याग्रह आश्रम की स्थापना\n3. स्वराज पार्टी का विभाजन और स्वतंत्र कांग्रेस पार्टी का गठन\n\nसही कालक्रम क्या है?","2-1-3","2-1-3","1-2-3","1-2-3","2-3-1","2-3-1","1-3-2","1-3-2",1,"Satyagraha Ashram was established in Feb 1921. Swaraj Party was formed in late 1922/early 1923. The split occurred after 1925, forming the Independent Congress Party.","सत्याग्रह आश्रम फरवरी 1921 में स्थापित हुआ। स्वराज पार्टी का गठन 1922 के अंत/1923 की शुरुआत में हुआ। 1925 के बाद विभाजन हुआ, जिससे स्वतंत्र कांग्रेस पार्टी का गठन हुआ।"
"Which organization actively assisted in the promotion and campaigning of the Swaraj Party in Chhattisgarh with the involvement of Ghanshyam Singh Gupta and Khoobchand Baghel?","घनश्याम सिंह गुप्त और खूबचंद बघेल की भागीदारी के साथ छत्तीसगढ़ में स्वराज पार्टी के प्रचार-प्रसार में किस संगठन ने सक्रिय रूप से सहायता की?","Samitra Mandal","समित्र मंडल","Seva Samiti","सेवा समिति","Kanyakubj Mahasabha","कान्यकुब्ज महासभा","Saraswati Library","सरस्वती वाचनालय",2,"The 'Seva Samiti' acted as a crucial support organization for the Swaraj Party in Chhattisgarh, driven by active members like GS Gupta, Khoobchand Baghel, and Sarvadutt Bajpayee.","'सेवा समिति' ने छत्तीसगढ़ में स्वराज पार्टी के लिए एक महत्वपूर्ण सहायक संगठन के रूप में काम किया, जिसे जीएस गुप्त, खूबचंद बघेल और सर्वदत्त बाजपेयी जैसे सक्रिय सदस्यों ने संचालित किया।"
"During the Non-Cooperation Movement, the Municipal Corporation of which city passed a resolution making it mandatory for its employees to wear Khadi?","असहयोग आंदोलन के दौरान, किस शहर के नगर निगम ने अपने कर्मचारियों के लिए खादी पहनना अनिवार्य करने का प्रस्ताव पारित किया था?","Raipur","रायपुर","Bilaspur","बिलासपुर","Durg","दुर्ग","Rajnandgaon","राजनांदगांव",2,"The Bilaspur Municipal Corporation made it mandatory for its employees to wear Khadi. (Raipur made it mandatory for school children).","बिलासपुर नगर निगम ने अपने कर्मचारियों के लिए खादी पहनना अनिवार्य कर दिया था। (रायपुर ने इसे स्कूली बच्चों के लिए अनिवार्य किया था)।"
"Who among the following was NOT an active member of the 'Seva Samiti' that campaigned for the Swaraj Party?","निम्नलिखित में से कौन 'सेवा समिति' का सक्रिय सदस्य नहीं था जिसने स्वराज पार्टी के लिए प्रचार किया था?","Ghanshyam Singh Gupta","घनश्याम सिंह गुप्त","Khoobchand Baghel","खूबचंद बघेल","Sarvadutt Bajpayee","सर्वदत्त बाजपेयी","Pt. Sundarlal Sharma","पं. सुंदरलाल शर्मा",4,"Pt. Sundarlal Sharma was not an active member of Seva Samiti nor a founder of the Swaraj Party in CG. GS Gupta, Khoobchand Baghel, and Sarvadutt Bajpayee were key Seva Samiti members.","पं. सुंदरलाल शर्मा न तो सेवा समिति के सक्रिय सदस्य थे और न ही छत्तीसगढ़ में स्वराज पार्टी के संस्थापक थे। जीएस गुप्त, खूबचंद बघेल और सर्वदत्त बाजपेयी इसके प्रमुख सदस्य थे।"
"The National School in Bilaspur was established in 1921 in the residence of which prominent local leader?","बिलासपुर में राष्ट्रीय विद्यालय की स्थापना 1921 में किस प्रमुख स्थानीय नेता के निवास पर की गई थी?","E. Raghavendra Rao","ई. राघवेंद्र राव","Badrinath Sao","बद्रीनाथ साव","Yadunandan Prasad Shrivastava","यदुनंदन प्रसाद श्रीवास्तव","Kailash Saxena","कैलाश सक्सेना",2,"The National School in Bilaspur was established in 1921 in the residence of Badrinath Sao, with Pt. Shivdulare Mishra as Principal.","बिलासपुर में राष्ट्रीय विद्यालय 1921 में बद्रीनाथ साव के निवास पर स्थापित किया गया था, जिसके प्रधानाचार्य पं. शिवदुलारे मिश्र थे।"
"Which of the following components was NOT a part of the constructive program of the Non-Cooperation Movement in Chhattisgarh?","निम्नलिखित में से कौन सा घटक छत्तीसगढ़ में असहयोग आंदोलन के रचनात्मक कार्यक्रम का हिस्सा नहीं था?","Establishment of National Schools","राष्ट्रीय विद्यालयों की स्थापना","Establishment of Satyagraha Ashrams","सत्याग्रह आश्रमों की स्थापना","Boycott of Council Elections","विधान परिषद चुनावों का बहिष्कार","Armed attacks on police stations","पुलिस स्टेशनों पर सशस्त्र हमले",4,"The constructive program included establishing Ashrams, National Schools, and promoting Khadi. Armed attacks were against the non-violent nature of the movement.","रचनात्मक कार्यक्रम में आश्रमों, राष्ट्रीय विद्यालयों की स्थापना और खादी को बढ़ावा देना शामिल था। सशस्त्र हमले आंदोलन की अहिंसक प्रकृति के विरुद्ध थे।"
